,gid,population_cnt,year
11692,다사273358,71,2020
11693,다사247359,86,2020
11694,다사261368,325,2020
11695,다사278358,210,2020
11696,다사241317,329,2020
11697,다사261348,717,2020
11698,다사271349,691,2020
11699,다사252304,279,2020
11700,다사269363,324,2020
11701,다사252310,577,2020
11702,다사284360,472,2020
11703,다사254347,351,2020
11704,다사221336,318,2020
11705,다사251333,599,2020
11706,다사277363,433,2020
11707,다사231318,320,2020
11708,다사253346,360,2020
11709,다사253368,44,2020
11710,다사269345,601,2020
11711,다사262323,814,2020
11712,다사269348,564,2020
11713,다사220355,571,2020
11714,다사218351,485,2020
11715,다사288358,187,2020
11716,다사253330,196,2020
11717,다사240340,482,2020
11718,다사259368,228,2020
11719,다사253328,405,2020
11720,다사272366,142,2020
11721,다사287361,593,2020
11722,다사267336,174,2020
11723,다사250326,186,2020
11724,다사249362,38,2020
11725,다사265365,24,2020
11726,다사264362,305,2020
11727,다사231324,451,2020
11728,다사259369,277,2020
11729,다사261363,17,2020
11730,다사269349,335,2020
11731,다사268366,33,2020
11732,다사246327,339,2020
11733,다사258371,225,2020
11734,다사262361,203,2020
11735,다사265348,129,2020
11736,다사269353,263,2020
11737,다사274362,382,2020
11738,다사265342,453,2020
11739,다사244316,208,2020
11740,다사253310,935,2020
11741,다사249332,0,2020
11742,다사260364,42,2020
11743,다사230321,220,2020
11744,다사291361,470,2020
11745,다사249365,895,2020
11746,다사267338,203,2020
11747,다사257368,0,2020
11748,다사227349,13,2020
11749,다사252368,289,2020
11750,다사254325,169,2020
11751,다사252329,428,2020
11752,다사256307,274,2020
11753,다사260365,461,2020
11754,다사218355,503,2020
11755,다사276353,356,2020
11756,다사247312,440,2020
11757,다사228351,969,2020
11758,다사278364,117,2020
11759,다사218353,405,2020
11760,다사273360,134,2020
11761,다사281354,952,2020
11762,다사248314,397,2020
11763,다사256367,248,2020
11764,다사250312,1113,2020
11765,다사277365,157,2020
11766,다사239334,83,2020
11767,다사251325,30,2020
11768,다사243329,398,2020
11769,다사293362,216,2020
11770,다사241364,644,2020
11771,다사267342,273,2020
11772,다사266352,336,2020
11773,다사277358,489,2020
11774,다사260320,427,2020
11775,다사242368,620,2020
11776,다사276347,671,2020
11777,다사241319,467,2020
11778,다사287358,254,2020
11779,다사290361,265,2020
11780,다사268348,19,2020
11781,다사254369,0,2020
11782,다사279349,191,2020
11783,다사274354,204,2020
11784,다사248328,203,2020
11785,다사289377,19,2020
11786,다사290364,51,2020
11787,다사273346,315,2020
11788,다사239321,1411,2020
11789,다사275358,101,2020
11790,다사275355,13,2020
11791,다사234324,14,2020
11792,다사235322,1074,2020
11793,다사269347,486,2020
11794,다사257374,18,2020
11795,다사247313,117,2020
11796,다사290367,154,2020
11797,다사253362,212,2020
11798,다사293375,0,2020
11799,다사284357,284,2020
11800,다사228353,566,2020
11801,다사257337,0,2020
11802,다사273344,288,2020
11803,다사267350,282,2020
11804,다사280352,315,2020
11805,다사214353,296,2020
11806,다사268356,264,2020
11807,다사274353,233,2020
11808,다사245335,92,2020
11809,다사274351,85,2020
11810,다사253324,100,2020
11811,다사213354,245,2020
11812,다사249314,324,2020
11813,다사263351,173,2020
11814,다사253304,440,2020
11815,다사253365,64,2020
11816,다사245331,486,2020
11817,다사241363,216,2020
11818,다사284356,1033,2020
11819,다사275350,167,2020
11820,다사265350,555,2020
11821,다사265356,638,2020
11822,다사221337,341,2020
11823,다사240341,342,2020
11824,다사277357,399,2020
11825,다사254328,96,2020
11826,다사261325,626,2020
11827,다사264357,12,2020
11828,다사281356,528,2020
11829,다사260338,552,2020
11830,다사284358,109,2020
11831,다사229320,323,2020
11832,다사282353,923,2020
11833,다사278366,247,2020
11834,다사293377,0,2020
11835,다사250331,268,2020
11836,다사232317,549,2020
11837,다사294376,77,2020
11838,다사256345,0,2020
11839,다사248367,57,2020
11840,다사280365,224,2020
11841,다사264341,319,2020
11842,다사269352,271,2020
11843,다사219352,938,2020
11844,다사257321,764,2020
11845,다사254364,307,2020
11846,다사257372,171,2020
11847,다사269355,26,2020
11848,다사226349,15,2020
11849,다사239335,108,2020
11850,다사285360,769,2020
11851,다사246314,302,2020
11852,다사240337,362,2020
11853,다사244364,1028,2020
11854,다사271361,240,2020
11855,다사249310,601,2020
11856,다사260337,337,2020
11857,다사263318,28,2020
11858,다사250311,692,2020
11859,다사264369,251,2020
11860,다사252331,771,2020
11861,다사252303,856,2020
11862,다사261344,138,2020
11863,다사263322,277,2020
11864,다사248364,689,2020
11865,다사251327,156,2020
11866,다사250313,490,2020
11867,다사276351,278,2020
11868,다사263347,212,2020
11869,다사275348,138,2020
11870,다사265344,150,2020
11871,다사253311,977,2020
11872,다사249356,0,2020
11873,다사246368,243,2020
11874,다사264340,52,2020
11875,다사258366,358,2020
11876,다사271340,522,2020
11877,다사243314,0,2020
11878,다사263367,281,2020
11879,다사245360,0,2020
11880,다사230324,486,2020
11881,다사257325,524,2020
11882,다사286358,235,2020
11883,다사222355,580,2020
11884,다사277364,122,2020
11885,다사251304,828,2020
11886,다사265352,177,2020
11887,다사244366,1052,2020
11888,다사272345,515,2020
11889,다사285359,232,2020
11890,다사253354,12,2020
11891,다사243362,487,2020
11892,다사271360,201,2020
11893,다사248335,299,2020
11894,다사245312,326,2020
11895,다사261364,191,2020
11896,다사270345,603,2020
11897,다사264352,275,2020
11898,다사273343,988,2020
11899,다사256372,0,2020
11900,다사238335,455,2020
11901,다사285362,373,2020
11902,다사267344,107,2020
11903,다사292377,13,2020
11904,다사262362,550,2020
11905,다사244334,270,2020
11906,다사249331,243,2020
11907,다사266366,93,2020
11908,다사245362,27,2020
11909,다사266343,561,2020
11910,다사270347,644,2020
11911,다사273363,522,2020
11912,다사247307,1304,2020
11913,다사255325,385,2020
11914,다사253331,260,2020
11915,다사270320,364,2020
11916,다사242334,41,2020
11917,다사264323,304,2020
11918,다사249311,1095,2020
11919,다사271365,74,2020
11920,다사241318,302,2020
11921,다사257328,188,2020
11922,다사255367,0,2020
11923,다사253364,234,2020
11924,다사223354,422,2020
11925,다사292361,489,2020
11926,다사231329,2773,2020
11927,다사270348,456,2020
11928,다사288361,506,2020
11929,다사247365,703,2020
11930,다사241369,246,2020
11931,다사274344,1024,2020
11932,다사250369,189,2020
11933,다사263361,121,2020
11934,다사268319,217,2020
11935,다사251368,170,2020
11936,다사246326,1075,2020
11937,다사243366,258,2020
11938,다사269356,151,2020
11939,다사273350,141,2020
11940,다사246369,312,2020
11941,다사267353,56,2020
11942,다사243364,197,2020
11943,다사241336,124,2020
11944,다사263346,315,2020
11945,다사268363,190,2020
11946,다사270363,195,2020
11947,다사275365,315,2020
11948,다사243316,27,2020
11949,다사260369,247,2020
11950,다사252332,654,2020
11951,다사284361,876,2020
11952,다사291365,340,2020
11953,다사254343,0,2020
11954,다사242335,596,2020
11955,다사218350,545,2020
11956,다사240335,517,2020
11957,다사268351,497,2020
11958,다사273364,187,2020
11959,다사221333,445,2020
11960,다사285363,229,2020
11961,다사260348,307,2020
11962,다사247311,126,2020
11963,다사257367,162,2020
11964,다사245369,49,2020
11965,다사282355,656,2020
11966,다사260367,0,2020
11967,다사243339,607,2020
11968,다사276367,122,2020
11969,다사214352,307,2020
11970,다사270318,317,2020
11971,다사271359,192,2020
11972,다사251309,506,2020
11973,다사241341,238,2020
11974,다사257316,60,2020
11975,다사249337,200,2020
11976,다사256374,147,2020
11977,다사289371,117,2020
11978,다사251329,175,2020
11979,다사245367,287,2020
11980,다사250367,427,2020
11981,다사213349,168,2020
11982,다사287369,499,2020
11983,다사268352,405,2020
11984,다사247333,479,2020
11985,다사246338,65,2020
11986,다사270342,281,2020
11987,다사251358,0,2020
11988,다사275354,226,2020
11989,다사293363,106,2020
11990,다사288371,421,2020
11991,다사213353,465,2020
11992,다사240336,674,2020
11993,다사221355,592,2020
11994,다사247368,241,2020
11995,다사269339,119,2020
11996,다사242364,481,2020
11997,다사221354,614,2020
11998,다사218352,451,2020
11999,다사262344,100,2020
12000,다사254330,553,2020
12001,다사245366,977,2020
12002,다사255322,238,2020
12003,다사247360,113,2020
12004,다사244369,183,2020
12005,다사259327,172,2020
12006,다사250364,460,2020
12007,다사241334,147,2020
12008,다사258364,0,2020
12009,다사242325,0,2020
12010,다사261369,208,2020
12011,다사253350,368,2020
12012,다사241330,540,2020
12013,다사265370,242,2020
12014,다사262346,394,2020
12015,다사253329,388,2020
12016,다사277367,118,2020
12017,다사238333,133,2020
12018,다사243343,185,2020
12019,다사251363,16,2020
12020,다사252312,522,2020
12021,다사265359,587,2020
12022,다사243317,276,2020
12023,다사270358,191,2020
12024,다사268342,171,2020
12025,다사269364,367,2020
12026,다사232318,271,2020
12027,다사263345,181,2020
12028,다사243338,238,2020
12029,다사253363,183,2020
12030,다사278355,524,2020
12031,다사289359,130,2020
12032,다사265343,150,2020
12033,다사269360,126,2020
12034,다사257326,466,2020
12035,다사281365,0,2020
12036,다사273366,197,2020
12037,다사275362,610,2020
12038,다사258372,66,2020
12039,다사247361,70,2020
12040,다사263323,402,2020
12041,다사264339,741,2020
12042,다사232330,423,2020
12043,다사249335,187,2020
12044,다사257324,283,2020
12045,다사249367,186,2020
12046,다사274359,102,2020
12047,다사270344,592,2020
12048,다사279355,224,2020
12049,다사264358,654,2020
12050,다사269357,181,2020
12051,다사264349,336,2020
12052,다사259326,218,2020
12053,다사223355,554,2020
12054,다사270359,28,2020
12055,다사251353,0,2020
12056,다사281353,727,2020
12057,다사250305,1013,2020
12058,다사260323,789,2020
12059,다사230336,41,2020
12060,다사244335,919,2020
12061,다사256323,361,2020
12062,다사262351,311,2020
12063,다사244337,61,2020
12064,다사231332,816,2020
12065,다사220349,558,2020
12066,다사267357,315,2020
12067,다사276360,730,2020
12068,다사249359,0,2020
12069,다사268361,138,2020
12070,다사259319,479,2020
12071,다사263340,393,2020
12072,다사230319,269,2020
12073,다사260325,726,2020
12074,다사271353,230,2020
12075,다사265361,241,2020
12076,다사220334,665,2020
12077,다사247315,289,2020
12078,다사272365,303,2020
12079,다사245365,652,2020
12080,다사225353,603,2020
12081,다사244367,1139,2020
12082,다사243365,454,2020
12083,다사255351,336,2020
12084,다사219350,888,2020
12085,다사267358,283,2020
12086,다사248336,166,2020
12087,다사248362,13,2020
12088,다사272346,39,2020
12089,다사270356,55,2020
12090,다사253366,7,2020
12091,다사226351,577,2020
12092,다사237335,703,2020
12093,다사248359,52,2020
12094,다사245363,808,2020
12095,다사247329,251,2020
12096,다사255308,574,2020
12097,다사245364,822,2020
12098,다사243332,0,2020
12099,다사248315,254,2020
12100,다사249305,1140,2020
12101,다사243328,573,2020
12102,다사272344,504,2020
12103,다사251362,0,2020
12104,다사245338,233,2020
12105,다사254356,0,2020
12106,다사249368,130,2020
12107,다사263341,472,2020
12108,다사251361,198,2020
12109,다사279353,296,2020
12110,다사267339,167,2020
12111,다사274346,566,2020
12112,다사242366,569,2020
12113,다사216355,1006,2020
12114,다사254366,161,2020
12115,다사280354,301,2020
12116,다사252365,139,2020
12117,다사245361,16,2020
12118,다사245332,223,2020
12119,다사254329,210,2020
12120,다사222337,433,2020
12121,다사259349,376,2020
12122,다사251364,215,2020
12123,다사252354,6,2020
12124,다사250328,567,2020
12125,다사248306,380,2020
12126,다사269338,591,2020
12127,다사257327,121,2020
12128,다사274364,44,2020
12129,다사261365,301,2020
12130,다사221335,724,2020
12131,다사247332,0,2020
12132,다사273353,167,2020
12133,다사247337,269,2020
12134,다사265340,466,2020
12135,다사276355,548,2020
12136,다사286359,444,2020
12137,다사262345,573,2020
12138,다사289362,312,2020
12139,다사264344,320,2020
12140,다사270343,146,2020
12141,다사258370,252,2020
12142,다사251326,280,2020
12143,다사263368,343,2020
12144,다사290358,194,2020
12145,다사263365,273,2020
12146,다사265360,593,2020
12147,다사270341,316,2020
12148,다사246336,15,2020
12149,다사286364,148,2020
12150,다사277349,467,2020
12151,다사276358,208,2020
12152,다사274358,222,2020
12153,다사228352,588,2020
12154,다사246313,456,2020
12155,다사218348,457,2020
12156,다사265369,812,2020
12157,다사256364,51,2020
12158,다사250333,122,2020
12159,다사255326,165,2020
12160,다사264351,182,2020
12161,다사241340,297,2020
12162,다사287359,270,2020
12163,다사263309,51,2020
12164,다사263356,238,2020
12165,다사293365,275,2020
12166,다사244363,536,2020
12167,다사274365,307,2020
12168,다사240334,424,2020
12169,다사265338,781,2020
12170,다사265349,377,2020
12171,다사236334,753,2020
12172,다사267347,274,2020
12173,다사266358,0,2020
12174,다사261339,184,2020
12175,다사249328,242,2020
12176,다사282354,309,2020
12177,다사254305,472,2020
12178,다사226353,558,2020
12179,다사250327,256,2020
12180,다사254362,92,2020
12181,다사266364,374,2020
12182,다사249369,124,2020
12183,다사260371,33,2020
12184,다사240363,231,2020
12185,다사264342,194,2020
12186,다사232325,638,2020
12187,다사265337,379,2020
12188,다사262349,421,2020
12189,다사220354,626,2020
12190,다사273361,144,2020
12191,다사269361,274,2020
12192,다사274366,314,2020
12193,다사222336,145,2020
12194,다사242316,377,2020
12195,다사260366,375,2020
12196,다사267361,386,2020
12197,다사218354,744,2020
12198,다사259370,482,2020
12199,다사255365,109,2020
12200,다사245314,391,2020
12201,다사252309,82,2020
12202,다사289358,590,2020
12203,다사236335,373,2020
12204,다사273345,474,2020
12205,다사213347,340,2020
12206,다사290366,23,2020
12207,다사269343,357,2020
12208,다사254345,371,2020
12209,다사265345,29,2020
12210,다사265366,160,2020
12211,다사242318,383,2020
12212,다사245368,463,2020
12213,다사279354,695,2020
12214,다사252364,72,2020
12215,다사245317,417,2020
12216,다사242342,447,2020
12217,다사250357,6,2020
12218,다사251351,0,2020
12219,다사260324,1372,2020
12220,다사270362,174,2020
12221,다사255347,647,2020
12222,다사255355,0,2020
12223,다사254350,922,2020
12224,다사263339,379,2020
12225,다사244315,123,2020
12226,다사271352,125,2020
12227,다사242365,453,2020
12228,다사269351,25,2020
12229,다사273362,59,2020
12230,다사265346,191,2020
12231,다사285356,228,2020
12232,다사261361,193,2020
12233,다사229319,1305,2020
12234,다사287363,207,2020
12235,다사277362,218,2020
12236,다사289365,273,2020
12237,다사262369,322,2020
12238,다사248334,170,2020
12239,다사230318,467,2020
12240,다사243368,288,2020
12241,다사268362,343,2020
12242,다사276348,845,2020
12243,다사272361,0,2020
12244,다사250368,313,2020
12245,다사279364,129,2020
12246,다사244300,74,2020
12247,다사250356,159,2020
12248,다사255306,356,2020
12249,다사289367,120,2020
12250,다사276349,577,2020
12251,다사249327,50,2020
12252,다사274369,0,2020
12253,다사239336,727,2020
12254,다사222335,168,2020
12255,다사240330,532,2020
12256,다사245336,118,2020
12257,다사266370,6,2020
12258,다사261336,0,2020
12259,다사244330,329,2020
12260,다사278357,518,2020
12261,다사243340,681,2020
12262,다사264370,77,2020
12263,다사264368,227,2020
12264,다사246367,636,2020
12265,다사249309,548,2020
12266,다사277347,374,2020
12267,다사248337,231,2020
12268,다사249308,404,2020
12269,다사254351,175,2020
12270,다사247369,438,2020
12271,다사255323,421,2020
12272,다사221334,191,2020
12273,다사267337,179,2020
12274,다사261319,393,2020
12275,다사214356,303,2020
12276,다사269318,317,2020
12277,다사269344,554,2020
12278,다사247309,547,2020
12279,다사249333,380,2020
12280,다사289364,122,2020
12281,다사232319,441,2020
12282,다사256325,402,2020
12283,다사275345,1015,2020
12284,다사270357,233,2020
12285,다사219349,465,2020
12286,다사274355,534,2020
12287,다사267320,332,2020
12288,다사261366,472,2020
12289,다사245316,294,2020
12290,다사254355,13,2020
12291,다사270340,480,2020
12292,다사269346,482,2020
12293,다사233324,511,2020
12294,다사248338,238,2020
12295,다사254367,75,2020
12296,다사252311,480,2020
12297,다사251352,0,2020
12298,다사262338,471,2020
12299,다사273342,781,2020
12300,다사246360,0,2020
12301,다사250332,304,2020
12302,다사249329,484,2020
12303,다사234323,483,2020
12304,다사243335,104,2020
12305,다사242363,342,2020
12306,다사263359,67,2020
12307,다사294364,744,2020
12308,다사258320,619,2020
12309,다사262348,227,2020
12310,다사243333,189,2020
12311,다사268338,176,2020
12312,다사270360,294,2020
12313,다사257371,185,2020
12314,다사253367,554,2020
12315,다사269319,297,2020
12316,다사279363,221,2020
12317,다사231319,576,2020
12318,다사262350,213,2020
12319,다사277356,278,2020
12320,다사272355,325,2020
12321,다사244368,603,2020
12322,다사288365,21,2020
12323,다사263362,215,2020
12324,다사251331,452,2020
12325,다사260349,438,2020
12326,다사217354,965,2020
12327,다사263337,459,2020
12328,다사266361,299,2020
12329,다사247358,6,2020
12330,다사252305,735,2020
12331,다사268347,126,2020
12332,다사255364,0,2020
12333,다사240333,408,2020
12334,다사247306,473,2020
12335,다사244328,26,2020
12336,다사265368,350,2020
12337,다사240364,851,2020
12338,다사248309,1742,2020
12339,다사256365,7,2020
12340,다사272343,753,2020
12341,다사273359,240,2020
12342,다사291360,396,2020
12343,다사263352,163,2020
12344,다사249357,15,2020
12345,다사252363,96,2020
12346,다사238317,0,2020
12347,다사213348,369,2020
12348,다사239339,664,2020
12349,다사241321,368,2020
12350,다사259366,432,2020
12351,다사274361,512,2020
12352,다사295375,0,2020
12353,다사242332,0,2020
12354,다사259348,276,2020
12355,다사292364,696,2020
12356,다사253352,13,2020
12357,다사274363,355,2020
12358,다사255309,1330,2020
12359,다사251365,449,2020
12360,다사255345,172,2020
12361,다사261362,273,2020
12362,다사261352,68,2020
12363,다사277350,817,2020
12364,다사247316,146,2020
12365,다사244371,12,2020
12366,다사237334,204,2020
12367,다사246312,445,2020
12368,다사262324,985,2020
12369,다사276365,198,2020
12370,다사267365,154,2020
12371,다사250365,1013,2020
12372,다사288370,329,2020
12373,다사276366,290,2020
12374,다사242369,426,2020
12375,다사213351,608,2020
12376,다사260346,7,2020
12377,다사253327,281,2020
12378,다사243334,381,2020
12379,다사251328,438,2020
12380,다사255324,388,2020
12381,다사292362,355,2020
12382,다사271341,308,2020
12383,다사238337,362,2020
12384,다사239332,598,2020
12385,다사254349,332,2020
12386,다사261349,92,2020
12387,다사264345,387,2020
12388,다사244365,611,2020
12389,다사286363,201,2020
12390,다사257373,92,2020
12391,다사288368,392,2020
12392,다사271343,532,2020
12393,다사272341,358,2020
12394,다사289370,125,2020
12395,다사256354,0,2020
12396,다사288364,119,2020
12397,다사268337,503,2020
12398,다사270354,6,2020
12399,다사244361,37,2020
12400,다사260319,763,2020
12401,다사233322,465,2020
12402,다사280350,180,2020
12403,다사267351,410,2020
12404,다사245311,199,2020
12405,다사278365,216,2020
12406,다사268357,173,2020
12407,다사287364,67,2020
12408,다사261346,0,2020
12409,다사272352,48,2020
12410,다사234321,565,2020
12411,다사266339,161,2020
12412,다사281352,594,2020
12413,다사239333,745,2020
12414,다사234322,500,2020
12415,다사239338,361,2020
12416,다사227351,464,2020
12417,다사214350,295,2020
12418,다사258367,83,2020
12419,다사272350,92,2020
12420,다사250307,619,2020
12421,다사252326,290,2020
12422,다사270319,444,2020
12423,다사274347,457,2020
12424,다사275363,125,2020
12425,다사247327,1062,2020
12426,다사265351,352,2020
12427,다사288369,289,2020
12428,다사239337,322,2020
12429,다사244362,454,2020
12430,다사263338,456,2020
12431,다사248329,211,2020
12432,다사268353,102,2020
12433,다사239340,9,2020
12434,다사264366,47,2020
12435,다사280351,438,2020
12436,다사251355,0,2020
12437,다사263349,95,2020
12438,다사252362,261,2020
12439,다사283360,969,2020
12440,다사266345,12,2020
12441,다사279365,220,2020
12442,다사227353,570,2020
12443,다사251306,240,2020
12444,다사293376,187,2020
12445,다사249366,509,2020
12446,다사244314,0,2020
12447,다사272362,326,2020
12448,다사248369,230,2020
12449,다사253306,55,2020
12450,다사254346,679,2020
12451,다사236321,586,2020
12452,다사256318,154,2020
12453,다사246333,248,2020
12454,다사241342,239,2020
12455,다사245313,223,2020
12456,다사268346,285,2020
12457,다사249304,556,2020
12458,다사250330,606,2020
12459,다사252330,38,2020
12460,다사264359,271,2020
12461,다사255374,0,2020
12462,다사241368,543,2020
12463,다사241331,53,2020
12464,다사254314,127,2020
12465,다사268344,458,2020
12466,다사266350,351,2020
12467,다사288363,134,2020
12468,다사264367,443,2020
12469,다사249306,477,2020
12470,다사262317,0,2020
12471,다사247363,153,2020
12472,다사272358,133,2020
12473,다사244339,503,2020
12474,다사291368,209,2020
12475,다사280366,0,2020
12476,다사287370,489,2020
12477,다사292365,1095,2020
12478,다사273352,138,2020
12479,다사248313,448,2020
12480,다사289366,210,2020
12481,다사273355,840,2020
12482,다사270361,239,2020
12483,다사292366,600,2020
12484,다사238332,707,2020
12485,다사293364,930,2020
12486,다사240338,447,2020
12487,다사255329,112,2020
12488,다사254344,358,2020
12489,다사213352,329,2020
12490,다사279362,392,2020
12491,다사236337,28,2020
12492,다사221339,819,2020
12493,다사237336,1011,2020
12494,다사250310,549,2020
12495,다사249336,474,2020
12496,다사266349,287,2020
12497,다사290369,105,2020
12498,다사235320,481,2020
12499,다사277353,290,2020
12500,다사253316,120,2020
12501,다사268339,848,2020
12502,다사275353,176,2020
12503,다사278348,113,2020
12504,다사214355,293,2020
12505,다사242339,320,2020
12506,다사254363,220,2020
12507,다사276363,461,2020
12508,다사274345,527,2020
12509,다사248365,682,2020
12510,다사261353,39,2020
12511,다사215351,537,2020
12512,다사248363,400,2020
12513,다사253305,581,2020
12514,다사263369,327,2020
12515,다사251302,456,2020
12516,다사214354,629,2020
12517,다사287360,903,2020
12518,다사277355,422,2020
12519,다사261323,554,2020
12520,다사221338,355,2020
12521,다사275359,278,2020
12522,다사243342,407,2020
12523,다사262347,534,2020
12524,다사278350,603,2020
12525,다사290368,163,2020
12526,다사290365,54,2020
12527,다사242362,282,2020
12528,다사244317,240,2020
12529,다사243313,0,2020
12530,다사240339,511,2020
12531,다사276361,238,2020
12532,다사284363,27,2020
12533,다사238334,1031,2020
12534,다사285357,807,2020
12535,다사237338,47,2020
12536,다사284362,376,2020
12537,다사257370,92,2020
12538,다사288357,620,2020
12539,다사255352,0,2020
12540,다사243361,104,2020
12541,다사269320,370,2020
12542,다사270339,457,2020
12543,다사262364,347,2020
12544,다사271320,881,2020
12545,다사267343,204,2020
12546,다사259371,317,2020
12547,다사263350,53,2020
12548,다사276354,38,2020
12549,다사251311,461,2020
12550,다사280364,266,2020
12551,다사245333,40,2020
12552,다사249330,453,2020
12553,다사242340,529,2020
12554,다사214349,267,2020
12555,다사243363,345,2020
12556,다사246362,782,2020
12557,다사260347,640,2020
12558,다사277352,580,2020
12559,다사263342,193,2020
12560,다사267348,73,2020
12561,다사274352,167,2020
12562,다사255330,26,2020
12563,다사248310,256,2020
12564,다사250308,950,2020
12565,다사262367,160,2020
12566,다사226352,521,2020
12567,다사273351,230,2020
12568,다사294363,72,2020
12569,다사219355,596,2020
12570,다사271351,0,2020
12571,다사294365,426,2020
12572,다사261324,571,2020
12573,다사248361,136,2020
12574,다사266344,299,2020
12575,다사279357,178,2020
12576,다사252366,838,2020
12577,다사262363,631,2020
12578,다사263357,121,2020
12579,다사246358,0,2020
12580,다사251312,1376,2020
12581,다사266351,164,2020
12582,다사251354,20,2020
12583,다사222338,182,2020
12584,다사265362,723,2020
12585,다사270350,388,2020
12586,다사266360,227,2020
12587,다사258368,354,2020
12588,다사252357,0,2020
12589,다사256371,62,2020
12590,다사275366,223,2020
12591,다사275364,65,2020
12592,다사267364,624,2020
12593,다사233318,287,2020
12594,다사251367,94,2020
12595,다사267346,0,2020
12596,다사274367,109,2020
12597,다사276352,233,2020
12598,다사248308,639,2020
12599,다사275352,356,2020
12600,다사269362,0,2020
12601,다사261347,483,2020
12602,다사241365,693,2020
12603,다사244312,180,2020
12604,다사262368,311,2020
12605,다사231317,419,2020
12606,다사258326,117,2020
12607,다사250363,30,2020
12608,다사291367,556,2020
12609,다사290359,69,2020
12610,다사258327,425,2020
12611,다사279351,192,2020
12612,다사262366,352,2020
12613,다사252349,726,2020
12614,다사251356,51,2020
12615,다사284365,0,2020
12616,다사218349,482,2020
12617,다사291364,236,2020
12618,다사233323,610,2020
12619,다사246361,79,2020
12620,다사247364,355,2020
12621,다사253348,360,2020
12622,다사252355,67,2020
12623,다사271363,0,2020
12624,다사277351,274,2020
12625,다사242333,388,2020
12626,다사272354,0,2020
12627,다사248330,235,2020
12628,다사246337,860,2020
12629,다사263344,590,2020
12630,다사214351,334,2020
12631,다사294373,0,2020
12632,다사248307,682,2020
12633,다사266348,216,2020
12634,다사267362,158,2020
12635,다사265367,75,2020
12636,다사275346,940,2020
12637,다사255307,354,2020
12638,다사254324,93,2020
12639,다사232323,1505,2020
12640,다사289369,331,2020
12641,다사279350,1022,2020
12642,다사237333,708,2020
12643,다사248368,7,2020
12644,다사243369,222,2020
12645,다사249363,1871,2020
12646,다사216353,788,2020
12647,다사249361,149,2020
12648,다사265353,44,2020
12649,다사246311,302,2020
12650,다사247362,154,2020
12651,다사256327,265,2020
12652,다사248356,0,2020
12653,다사236336,396,2020
12654,다사243336,62,2020
12655,다사278349,1054,2020
12656,다사225352,597,2020
12657,다사244313,504,2020
12658,다사255366,85,2020
12659,다사288362,268,2020
12660,다사233312,981,2020
12661,다사269358,49,2020
12662,다사243330,42,2020
12663,다사235335,0,2020
12664,다사278354,529,2020
12665,다사246328,589,2020
12666,다사291377,10,2020
12667,다사250361,202,2020
12668,다사222354,653,2020
12669,다사252327,102,2020
12670,다사278351,544,2020
12671,다사267360,199,2020
12672,다사254331,48,2020
12673,다사268343,396,2020
12674,다사244338,738,2020
12675,다사278363,222,2020
12676,다사268365,150,2020
12677,다사246332,442,2020
12678,다사256309,634,2020
12679,다사217350,537,2020
12680,다사240332,162,2020
12681,다사250362,0,2020
12682,다사238340,7,2020
12683,다사257364,66,2020
12684,다사217351,605,2020
12685,다사254323,183,2020
12686,다사264343,533,2020
12687,다사232316,370,2020
12688,다사257366,203,2020
12689,다사272359,163,2020
12690,다사235321,493,2020
12691,다사213355,600,2020
12692,다사293366,392,2020
12693,다사280353,992,2020
12694,다사271347,339,2020
12695,다사256305,38,2020
12696,다사261367,111,2020
12697,다사268321,401,2020
12698,다사241335,675,2020
12699,다사250329,379,2020
12700,다사263364,248,2020
12701,다사290363,0,2020
12702,다사242343,222,2020
12703,다사266337,394,2020
12704,다사270351,210,2020
12705,다사269337,148,2020
12706,다사241309,0,2020
12707,다사254309,585,2020
12708,다사278367,32,2020
12709,다사281362,28,2020
12710,다사248360,112,2020
12711,다사252367,507,2020
12712,다사285364,202,2020
12713,다사266338,415,2020
12714,다사242367,943,2020
12715,다사236333,643,2020
12716,다사246366,159,2020
12717,다사262365,217,2020
12718,다사220351,902,2020
12719,다사271362,278,2020
12720,다사264350,376,2020
12721,다사267359,68,2020
12722,다사271346,327,2020
12723,다사283354,340,2020
12724,다사284359,508,2020
12725,다사242341,243,2020
12726,다사272351,133,2020
12727,다사241333,184,2020
12728,다사255346,481,2020
12729,다사263363,147,2020
12730,다사190285,0,2020
12731,다사208282,0,2020
12732,다사191283,0,2020
12733,다사249319,0,2020
12734,다사252325,0,2020
12735,다사252347,0,2020
12736,다사262289,0,2020
12737,다사266353,0,2020
12738,다사268340,0,2020
12739,다사223339,0,2020
12740,다사287362,0,2020
12741,다사235330,0,2020
12742,다사262301,0,2020
12743,다사234304,0,2020
12744,다사273300,0,2020
12745,다사224346,0,2020
12746,다사220286,0,2020
12747,다사270303,0,2020
12748,다사269366,0,2020
12749,다사238277,0,2020
12750,다사277316,0,2020
12751,다사201281,0,2020
12752,다사254299,0,2020
12753,다사245296,0,2020
12754,다사277313,0,2020
12755,다사277370,0,2020
12756,다사281316,0,2020
12757,다사243325,0,2020
12758,다사278317,0,2020
12759,다사210360,0,2020
12760,다사249301,0,2020
12761,다사246335,0,2020
12762,다사250344,0,2020
12763,다사238341,0,2020
12764,다사261341,0,2020
