,gid,population_cnt,year
3743,다사277307,0,2018
3744,다사250318,0,2018
3745,다사270307,0,2018
3746,다사227278,0,2018
3747,다사250289,0,2018
3748,다사248311,0,2018
3749,다사234319,0,2018
3750,다사261339,0,2018
3751,다사227350,0,2018
3752,다사235341,0,2018
3753,다사226353,0,2018
3754,다사221318,0,2018
3755,다사219286,0,2018
3756,다사233337,0,2018
3757,다사223333,0,2018
3758,다사251314,0,2018
3759,다사268309,0,2018
3760,다사247326,0,2018
3761,다사284370,0,2018
3762,다사235274,0,2018
3763,다사205362,0,2018
3764,다사220354,0,2018
3765,다사249364,0,2018
3766,다사237307,0,2018
3767,다사261292,0,2018
3768,다사229328,0,2018
3769,다사280317,0,2018
3770,다사236330,0,2018
3771,다사244340,0,2018
3772,다사276307,0,2018
3773,다사223341,0,2018
3774,다사240297,0,2018
3775,다사238278,0,2018
3776,다사255347,0,2018
3777,다사241325,0,2018
3778,다사288360,0,2018
3779,다사217316,0,2018
3780,다사270324,0,2018
3781,다사214343,0,2018
3782,다사257360,0,2018
3783,다사252360,0,2018
3784,다사294371,0,2018
3785,다사259317,0,2018
3786,다사243307,0,2018
3787,다사256333,0,2018
3788,다사262290,0,2018
3789,다사198280,0,2018
3790,다사278361,0,2018
3791,다사264361,0,2018
3792,다사278310,0,2018
3793,다사210285,0,2018
3794,다사245373,0,2018
3795,다사250304,0,2018
3796,다사276350,0,2018
3797,다사241348,0,2018
3798,다사248304,0,2018
3799,다사237314,0,2018
3800,다사234276,0,2018
3801,다사274356,0,2018
3802,다사221334,0,2018
3803,다사226360,0,2018
3804,다사252291,0,2018
3805,다사225342,0,2018
3806,다사220315,0,2018
3807,다사259295,0,2018
3808,다사270305,0,2018
3809,다사246329,0,2018
3810,다사279369,0,2018
3811,다사227273,0,2018
3812,다사215362,0,2018
3813,다사233306,0,2018
3814,다사262342,0,2018
3815,다사215337,0,2018
3816,다사280309,0,2018
3817,다사209282,0,2018
3818,다사207359,0,2018
3819,다사226340,0,2018
3820,다사255290,0,2018
3821,다사253299,0,2018
3822,다사230341,0,2018
3823,다사254303,0,2018
3824,다사251301,0,2018
3825,다사258292,0,2018
3826,다사210286,0,2018
3827,다사251313,0,2018
3828,다사234347,0,2018
3829,다사258303,0,2018
3830,다사187285,0,2018
3831,다사217336,0,2018
3832,다사236318,0,2018
3833,다사256290,0,2018
3834,다사293367,0,2018
3835,다사240303,0,2018
3836,다사282314,0,2018
3837,다사257309,0,2018
3838,다사238302,0,2018
3839,다사252334,0,2018
3840,다사224343,0,2018
3841,다사215275,0,2018
3842,다사219332,0,2018
3843,다사223349,0,2018
3844,다사246317,0,2018
3845,다사248296,0,2018
3846,다사242305,0,2018
3847,다사221349,0,2018
3848,다사239319,0,2018
3849,다사253334,0,2018
3850,다사258305,0,2018
3851,다사210287,0,2018
3852,다사282370,0,2018
3853,다사292360,0,2018
3854,다사266314,0,2018
3855,다사267366,0,2018
3856,다사266318,0,2018
3857,다사212337,0,2018
3858,다사283358,0,2018
3859,다사248294,0,2018
3860,다사249302,0,2018
3861,다사258355,0,2018
3862,다사248349,0,2018
3863,다사227329,0,2018
3864,다사272370,0,2018
3865,다사233363,0,2018
3866,다사232366,0,2018
3867,다사258291,0,2018
3868,다사235316,0,2018
3869,다사224351,0,2018
3870,다사228316,0,2018
3871,다사235328,0,2018
3872,다사214284,0,2018
3873,다사238303,0,2018
3874,다사194287,0,2018
3875,다사203280,0,2018
3876,다사256328,0,2018
3877,다사284317,0,2018
3878,다사238343,0,2018
3879,다사246345,0,2018
3880,다사270302,0,2018
3881,다사254360,0,2018
3882,다사270298,0,2018
3883,다사252299,0,2018
3884,다사257318,0,2018
3885,다사268341,0,2018
3886,다사219336,0,2018
3887,다사251294,0,2018
3888,다사224334,0,2018
3889,다사205280,0,2018
3890,다사215331,0,2018
3891,다사234334,0,2018
3892,다사241360,0,2018
3893,다사214350,0,2018
3894,다사222344,0,2018
3895,다사257352,0,2018
3896,다사187279,0,2018
3897,다사237316,0,2018
3898,다사278323,0,2018
3899,다사225326,0,2018
3900,다사240347,0,2018
3901,다사220287,0,2018
3902,다사234356,0,2018
3903,다사226344,0,2018
3904,다사236366,0,2018
3905,다사255358,0,2018
3906,다사279346,0,2018
3907,다사283319,0,2018
3908,다사231316,0,2018
3909,다사221327,0,2018
3910,다사254346,0,2018
3911,다사238357,0,2018
3912,다사293368,0,2018
3913,다사215329,0,2018
3914,다사295365,0,2018
3915,다사282361,0,2018
3916,다사240305,0,2018
3917,다사249324,0,2018
3918,다사224331,0,2018
3919,다사224354,0,2018
3920,다사239315,0,2018
3921,다사275307,0,2018
3922,다사233325,0,2018
3923,다사249313,0,2018
3924,다사243350,0,2018
3925,다사257349,0,2018
3926,다사250309,0,2018
3927,다사249318,0,2018
3928,다사258296,0,2018
3929,다사226336,0,2018
3930,다사217340,0,2018
3931,다사237341,0,2018
3932,다사190284,0,2018
3933,다사216359,0,2018
3934,다사216331,0,2018
3935,다사272323,0,2018
3936,다사228359,0,2018
3937,다사256299,0,2018
3938,다사264301,0,2018
3939,다사213357,0,2018
3940,다사220364,0,2018
3941,다사256349,0,2018
3942,다사265297,0,2018
3943,다사211282,0,2018
3944,다사237358,0,2018
3945,다사279317,0,2018
3946,다사249291,0,2018
3947,다사248312,0,2018
3948,다사258287,0,2018
3949,다사230340,0,2018
3950,다사219340,0,2018
3951,다사259302,0,2018
3952,다사215351,0,2018
3953,다사230311,0,2018
3954,다사215276,0,2018
3955,다사264319,0,2018
3956,다사269296,0,2018
3957,다사287371,0,2018
3958,다사254287,0,2018
3959,다사287373,0,2018
3960,다사275343,0,2018
3961,다사280311,0,2018
3962,다사212367,0,2018
3963,다사261286,0,2018
3964,다사212352,0,2018
3965,다사249354,0,2018
3966,다사260315,0,2018
3967,다사227352,0,2018
3968,다사280374,0,2018
3969,다사255315,0,2018
3970,다사255335,0,2018
3971,다사227325,0,2018
3972,다사270311,0,2018
3973,다사219347,0,2018
3974,다사238329,0,2018
3975,다사216323,0,2018
3976,다사206280,0,2018
3977,다사232351,0,2018
3978,다사264300,0,2018
3979,다사290378,0,2018
3980,다사264321,0,2018
3981,다사275315,0,2018
3982,다사262333,0,2018
3983,다사255337,0,2018
3984,다사226352,0,2018
3985,다사207364,0,2018
3986,다사263313,0,2018
3987,다사275341,0,2018
3988,다사237351,0,2018
3989,다사220336,0,2018
3990,다사258301,0,2018
3991,다사215287,0,2018
3992,다사250345,0,2018
3993,다사254358,0,2018
3994,다사259364,0,2018
3995,다사265305,0,2018
3996,다사216347,0,2018
3997,다사249325,0,2018
3998,다사259345,0,2018
3999,다사284367,0,2018
4000,다사253347,0,2018
4001,다사263332,0,2018
4002,다사222346,0,2018
4003,다사259299,0,2018
4004,다사262343,0,2018
4005,다사247304,0,2018
4006,다사243331,0,2018
4007,다사256343,0,2018
4008,다사261372,0,2018
4009,다사229331,0,2018
4010,다사228333,0,2018
4011,다사241354,0,2018
4012,다사257338,0,2018
4013,다사271372,0,2018
4014,다사269350,0,2018
4015,다사286371,0,2018
4016,다사255327,0,2018
4017,다사261342,0,2018
4018,다사211359,0,2018
4019,다사230275,0,2018
4020,다사215344,0,2018
4021,다사231309,0,2018
4022,다사213363,0,2018
4023,다사218366,0,2018
4024,다사215359,0,2018
4025,다사237345,0,2018
4026,다사236300,0,2018
4027,다사246283,0,2018
4028,다사267303,0,2018
4029,다사260373,0,2018
4030,다사240306,0,2018
4031,다사239367,0,2018
4032,다사218315,0,2018
4033,다사235349,0,2018
4034,다사253348,0,2018
4035,다사240299,0,2018
4036,다사258348,0,2018
4037,다사232350,0,2018
4038,다사254288,0,2018
4039,다사282374,0,2018
4040,다사275351,0,2018
4041,다사266333,0,2018
4042,다사252345,0,2018
4043,다사225347,0,2018
4044,다사240322,0,2018
4045,다사263344,0,2018
4046,다사216337,0,2018
4047,다사251371,0,2018
4048,다사266321,0,2018
4049,다사194285,0,2018
4050,다사218316,0,2018
4051,다사263299,0,2018
4052,다사246299,0,2018
4053,다사266332,0,2018
4054,다사230357,0,2018
4055,다사281370,0,2018
4056,다사247343,0,2018
4057,다사280315,0,2018
4058,다사213324,0,2018
4059,다사229277,0,2018
4060,다사276322,0,2018
4061,다사297372,0,2018
4062,다사275306,0,2018
4063,다사274310,0,2018
4064,다사293370,0,2018
4065,다사233321,0,2018
4066,다사224316,0,2018
4067,다사233364,0,2018
4068,다사265316,0,2018
4069,다사251341,0,2018
4070,다사217359,0,2018
4071,다사227318,0,2018
4072,다사247325,0,2018
4073,다사212344,0,2018
4074,다사290380,0,2018
4075,다사222363,0,2018
4076,다사257284,0,2018
4077,다사216353,0,2018
4078,다사235312,0,2018
4079,다사233348,0,2018
4080,다사238323,0,2018
4081,다사229350,0,2018
4082,다사248356,0,2018
4083,다사231351,0,2018
4084,다사283315,0,2018
4085,다사225352,0,2018
4086,다사258329,0,2018
4087,다사242295,0,2018
4088,다사250360,0,2018
4089,다사281358,0,2018
4090,다사233351,0,2018
4091,다사262318,0,2018
4092,다사210332,0,2018
4093,다사267354,0,2018
4094,다사235335,0,2018
4095,다사213320,0,2018
4096,다사229305,0,2018
4097,다사262288,0,2018
4098,다사295379,0,2018
4099,다사235348,0,2018
4100,다사243315,0,2018
4101,다사207286,0,2018
4102,다사241346,0,2018
4103,다사236305,0,2018
4104,다사267340,0,2018
4105,다사261338,0,2018
4106,다사236370,0,2018
4107,다사232311,0,2018
4108,다사280312,0,2018
4109,다사235279,0,2018
4110,다사237350,0,2018
4111,다사245309,0,2018
4112,다사248285,0,2018
4113,다사234353,0,2018
4114,다사241324,0,2018
4115,다사252318,0,2018
4116,다사254295,0,2018
4117,다사285367,0,2018
4118,다사206364,0,2018
4119,다사268313,0,2018
4120,다사217351,0,2018
4121,다사282313,0,2018
4122,다사236346,0,2018
4123,다사245324,0,2018
4124,다사275317,0,2018
4125,다사226337,0,2018
4126,다사259324,0,2018
4127,다사262328,0,2018
4128,다사193283,0,2018
4129,다사222313,0,2018
4130,다사238304,0,2018
4131,다사283373,0,2018
4132,다사232344,0,2018
4133,다사236310,0,2018
4134,다사264326,0,2018
4135,다사257287,0,2018
4136,다사215338,0,2018
4137,다사286366,0,2018
4138,다사237360,0,2018
4139,다사267335,0,2018
4140,다사266315,0,2018
4141,다사235303,0,2018
4142,다사237276,0,2018
4143,다사273308,0,2018
4144,다사256305,0,2018
4145,다사249299,0,2018
4146,다사237337,0,2018
4147,다사240362,0,2018
4148,다사249345,0,2018
4149,다사269335,0,2018
4150,다사206282,0,2018
4151,다사218317,0,2018
4152,다사242345,0,2018
4153,다사227321,0,2018
4154,다사247320,0,2018
4155,다사246310,0,2018
4156,다사257343,0,2018
4157,다사262303,0,2018
4158,다사264324,0,2018
4159,다사276304,0,2018
4160,다사278314,0,2018
4161,다사212348,0,2018
4162,다사258345,0,2018
4163,다사191287,0,2018
4164,다사259358,0,2018
4165,다사229357,0,2018
4166,다사222321,0,2018
4167,다사251318,0,2018
4168,다사206358,0,2018
4169,다사223321,0,2018
4170,다사251320,0,2018
4171,다사239370,0,2018
4172,다사261373,0,2018
4173,다사243324,0,2018
4174,다사229315,0,2018
4175,다사249351,0,2018
4176,다사279370,0,2018
4177,다사226348,0,2018
4178,다사221314,0,2018
4179,다사255346,0,2018
4180,다사257319,0,2018
4181,다사249372,0,2018
4182,다사236341,0,2018
4183,다사274321,0,2018
4184,다사228307,0,2018
4185,다사286373,0,2018
4186,다사256308,0,2018
4187,다사230317,0,2018
4188,다사252320,0,2018
4189,다사262355,0,2018
4190,다사261328,0,2018
4191,다사254334,0,2018
4192,다사214366,0,2018
4193,다사266297,0,2018
4194,다사267345,0,2018
4195,다사189284,0,2018
4196,다사206286,0,2018
4197,다사222331,0,2018
4198,다사260304,0,2018
4199,다사252307,0,2018
4200,다사238368,0,2018
4201,다사223336,0,2018
4202,다사261299,0,2018
4203,다사264327,0,2018
4204,다사264307,0,2018
4205,다사222334,0,2018
4206,다사265334,0,2018
4207,다사227322,0,2018
4208,다사262312,0,2018
4209,다사231277,0,2018
4210,다사222314,0,2018
4211,다사251370,0,2018
4212,다사221342,0,2018
4213,다사273368,0,2018
4214,다사215339,0,2018
4215,다사220346,0,2018
4216,다사219315,0,2018
4217,다사239356,0,2018
4218,다사254293,0,2018
4219,다사284373,0,2018
4220,다사208281,0,2018
4221,다사251299,0,2018
4222,다사234340,0,2018
4223,다사259338,0,2018
4224,다사283317,0,2018
4225,다사230367,0,2018
4226,다사233343,0,2018
4227,다사235368,0,2018
4228,다사264316,0,2018
4229,다사219285,0,2018
4230,다사228334,0,2018
4231,다사252288,0,2018
4232,다사227319,0,2018
4233,다사268300,0,2018
4234,다사236275,0,2018
4235,다사217364,0,2018
4236,다사245342,0,2018
4237,다사274303,0,2018
4238,다사224352,0,2018
4239,다사216322,0,2018
4240,다사251359,0,2018
4241,다사217334,0,2018
4242,다사248292,0,2018
4243,다사256322,0,2018
4244,다사260290,0,2018
4245,다사231320,0,2018
4246,다사223354,0,2018
4247,다사193286,0,2018
4248,다사228331,0,2018
4249,다사250303,0,2018
4250,다사201283,0,2018
4251,다사198286,0,2018
4252,다사296369,0,2018
4253,다사246298,0,2018
4254,다사258322,0,2018
4255,다사255356,0,2018
4256,다사204358,0,2018
4257,다사256358,0,2018
4258,다사212363,0,2018
4259,다사275356,0,2018
4260,다사221333,0,2018
4261,다사286362,0,2018
4262,다사216332,0,2018
4263,다사235372,0,2018
4264,다사189286,0,2018
4265,다사237331,0,2018
4266,다사245355,0,2018
4267,다사231340,0,2018
4268,다사238350,0,2018
4269,다사214338,0,2018
4270,다사255295,0,2018
4271,다사230305,0,2018
4272,다사228350,0,2018
4273,다사246306,0,2018
4274,다사259355,0,2018
4275,다사225325,0,2018
4276,다사253292,0,2018
4277,다사269323,0,2018
4278,다사197280,0,2018
4279,다사216319,0,2018
4280,다사227340,0,2018
4281,다사233319,0,2018
4282,다사248332,0,2018
4283,다사228306,0,2018
4284,다사237367,0,2018
4285,다사225277,0,2018
4286,다사258321,0,2018
4287,다사258332,0,2018
4288,다사247346,0,2018
4289,다사213328,0,2018
4290,다사255289,0,2018
4291,다사239312,0,2018
4292,다사252313,0,2018
4293,다사235346,0,2018
4294,다사267334,0,2018
4295,다사230346,0,2018
4296,다사207365,0,2018
4297,다사259310,0,2018
4298,다사231307,0,2018
4299,다사205286,0,2018
4300,다사263301,0,2018
4301,다사243306,0,2018
4302,다사252338,0,2018
4303,다사235350,0,2018
4304,다사221359,0,2018
4305,다사230276,0,2018
4306,다사237322,0,2018
4307,다사262308,0,2018
4308,다사220349,0,2018
4309,다사242304,0,2018
4310,다사274302,0,2018
4311,다사230348,0,2018
4312,다사228337,0,2018
4313,다사261300,0,2018
4314,다사220334,0,2018
4315,다사220283,0,2018
4316,다사232357,0,2018
4317,다사239353,0,2018
4318,다사220280,0,2018
4319,다사233355,0,2018
4320,다사260284,0,2018
4321,다사225345,0,2018
4322,다사197284,0,2018
4323,다사248373,0,2018
4324,다사271366,0,2018
4325,다사257306,0,2018
4326,다사270338,0,2018
4327,다사212282,0,2018
4328,다사244305,0,2018
4329,다사281373,0,2018
4330,다사241296,0,2018
4331,다사247372,0,2018
4332,다사192285,0,2018
4333,다사245370,0,2018
4334,다사272301,0,2018
4335,다사249323,0,2018
4336,다사244280,0,2018
4337,다사267295,0,2018
4338,다사252296,0,2018
4339,다사270323,0,2018
4340,다사278315,0,2018
4341,다사258294,0,2018
4342,다사250346,0,2018
4343,다사222337,0,2018
4344,다사190283,0,2018
4345,다사236328,0,2018
4346,다사261330,0,2018
4347,다사257359,0,2018
4348,다사272298,0,2018
4349,다사260313,0,2018
4350,다사215345,0,2018
4351,다사217318,0,2018
4352,다사217283,0,2018
4353,다사216334,0,2018
4354,다사270321,0,2018
4355,다사232312,0,2018
4356,다사199281,0,2018
4357,다사287365,0,2018
4358,다사252375,0,2018
4359,다사240300,0,2018
4360,다사218348,0,2018
4361,다사226324,0,2018
4362,다사211280,0,2018
4363,다사219333,0,2018
4364,다사195281,0,2018
4365,다사219329,0,2018
4366,다사256344,0,2018
4367,다사229309,0,2018
4368,다사252292,0,2018
4369,다사226327,0,2018
4370,다사266319,0,2018
4371,다사222312,0,2018
4372,다사245356,0,2018
4373,다사233352,0,2018
4374,다사295373,0,2018
4375,다사273310,0,2018
4376,다사264314,0,2018
4377,다사238372,0,2018
4378,다사252361,0,2018
4379,다사257354,0,2018
4380,다사280314,0,2018
4381,다사225317,0,2018
4382,다사226363,0,2018
4383,다사258360,0,2018
4384,다사263294,0,2018
4385,다사261311,0,2018
4386,다사223340,0,2018
4387,다사284371,0,2018
4388,다사219365,0,2018
4389,다사222324,0,2018
4390,다사236306,0,2018
4391,다사278371,0,2018
4392,다사210358,0,2018
4393,다사213340,0,2018
4394,다사210282,0,2018
4395,다사296380,0,2018
4396,다사196284,0,2018
4397,다사246300,0,2018
4398,다사225340,0,2018
4399,다사188284,0,2018
4400,다사228349,0,2018
4401,다사272338,0,2018
4402,다사228325,0,2018
4403,다사208287,0,2018
4404,다사282356,0,2018
4405,다사218281,0,2018
4406,다사234351,0,2018
4407,다사226342,0,2018
4408,다사293372,0,2018
4409,다사202280,0,2018
4410,다사285371,0,2018
4411,다사265307,0,2018
4412,다사257300,0,2018
4413,다사261304,0,2018
4414,다사231364,0,2018
4415,다사217282,0,2018
4416,다사273370,0,2018
4417,다사208283,0,2018
4418,다사218329,0,2018
4419,다사232345,0,2018
4420,다사224274,0,2018
4421,다사255317,0,2018
4422,다사223348,0,2018
4423,다사240349,0,2018
4424,다사214356,0,2018
4425,다사233365,0,2018
4426,다사241327,0,2018
4427,다사245301,0,2018
4428,다사266324,0,2018
4429,다사271371,0,2018
4430,다사235317,0,2018
4431,다사225341,0,2018
4432,다사243295,0,2018
4433,다사211361,0,2018
4434,다사292369,0,2018
4435,다사225328,0,2018
4436,다사234344,0,2018
4437,다사240353,0,2018
4438,다사230316,0,2018
4439,다사240328,0,2018
4440,다사258320,0,2018
4441,다사241339,0,2018
4442,다사229317,0,2018
4443,다사262296,0,2018
4444,다사230312,0,2018
4445,다사281314,0,2018
4446,다사227342,0,2018
4447,다사254298,0,2018
4448,다사274341,0,2018
4449,다사214283,0,2018
4450,다사231323,0,2018
4451,다사280308,0,2018
4452,다사215327,0,2018
4453,다사269369,0,2018
4454,다사277360,0,2018
4455,다사250343,0,2018
4456,다사223337,0,2018
4457,다사241372,0,2018
4458,다사214359,0,2018
4459,다사219346,0,2018
4460,다사269314,0,2018
4461,다사258324,0,2018
4462,다사215354,0,2018
4463,다사253326,0,2018
4464,다사261374,0,2018
4465,다사273318,0,2018
4466,다사247353,0,2018
4467,다사236317,0,2018
4468,다사277311,0,2018
4469,다사246296,0,2018
4470,다사259356,0,2018
4471,다사236309,0,2018
4472,다사269310,0,2018
4473,다사228279,0,2018
4474,다사267322,0,2018
4475,다사221348,0,2018
4476,다사232274,0,2018
4477,다사259361,0,2018
4478,다사213351,0,2018
4479,다사236277,0,2018
4480,다사258295,0,2018
4481,다사277314,0,2018
4482,다사269300,0,2018
4483,다사270310,0,2018
4484,다사243358,0,2018
4485,다사265339,0,2018
4486,다사247366,0,2018
4487,다사237301,0,2018
4488,다사249290,0,2018
4489,다사226359,0,2018
4490,다사261301,0,2018
4491,다사287367,0,2018
4492,다사215357,0,2018
4493,다사240312,0,2018
4494,다사250348,0,2018
4495,다사275312,0,2018
4496,다사215343,0,2018
4497,다사233275,0,2018
4498,다사239338,0,2018
4499,다사230347,0,2018
4500,다사253371,0,2018
4501,다사236338,0,2018
4502,다사270317,0,2018
4503,다사216330,0,2018
4504,다사242303,0,2018
4505,다사218336,0,2018
4506,다사227332,0,2018
4507,다사262298,0,2018
4508,다사225327,0,2018
4509,다사215283,0,2018
4510,다사212350,0,2018
4511,다사263324,0,2018
4512,다사225361,0,2018
4513,다사256318,0,2018
4514,다사226328,0,2018
4515,다사240352,0,2018
4516,다사227277,0,2018
4517,다사259297,0,2018
4518,다사258313,0,2018
4519,다사253287,0,2018
4520,다사241297,0,2018
4521,다사221280,0,2018
4522,다사270309,0,2018
4523,다사270353,0,2018
4524,다사281351,0,2018
4525,다사260307,0,2018
4526,다사262292,0,2018
4527,다사214331,0,2018
4528,다사260314,0,2018
4529,다사215330,0,2018
4530,다사291359,0,2018
4531,다사259341,0,2018
4532,다사270352,0,2018
4533,다사232334,0,2018
4534,다사223342,0,2018
4535,다사231337,0,2018
4536,다사271370,0,2018
4537,다사271310,0,2018
4538,다사237277,0,2018
4539,다사221331,0,2018
4540,다사242299,0,2018
4541,다사228362,0,2018
4542,다사278311,0,2018
4543,다사235320,0,2018
4544,다사235314,0,2018
4545,다사253308,0,2018
4546,다사229306,0,2018
4547,다사234273,0,2018
4548,다사229279,0,2018
4549,다사194280,0,2018
4550,다사261332,0,2018
4551,다사234372,0,2018
4552,다사243301,0,2018
4553,다사238320,0,2018
4554,다사223335,0,2018
4555,다사247344,0,2018
4556,다사218359,0,2018
4557,다사246307,0,2018
4558,다사242301,0,2018
4559,다사233349,0,2018
4560,다사219367,0,2018
4561,다사292378,0,2018
4562,다사233273,0,2018
4563,다사262357,0,2018
4564,다사216328,0,2018
4565,다사221362,0,2018
4566,다사217286,0,2018
4567,다사217314,0,2018
4568,다사252323,0,2018
4569,다사205356,0,2018
4570,다사245315,0,2018
4571,다사218286,0,2018
4572,다사229340,0,2018
4573,다사215320,0,2018
4574,다사239362,0,2018
4575,다사254301,0,2018
4576,다사259350,0,2018
4577,다사187288,0,2018
4578,다사272321,0,2018
4579,다사227360,0,2018
4580,다사241353,0,2018
4581,다사201280,0,2018
4582,다사248295,0,2018
4583,다사259315,0,2018
4584,다사256306,0,2018
4585,다사272315,0,2018
4586,다사261307,0,2018
4587,다사206281,0,2018
4588,다사218282,0,2018
4589,다사215355,0,2018
4590,다사213346,0,2018
4591,다사235326,0,2018
4592,다사255294,0,2018
4593,다사255310,0,2018
4594,다사232336,0,2018
4595,다사255359,0,2018
4596,다사238315,0,2018
4597,다사195283,0,2018
4598,다사218321,0,2018
4599,다사240358,0,2018
4600,다사245358,0,2018
4601,다사223357,0,2018
4602,다사234335,0,2018
4603,다사220333,0,2018
4604,다사187286,0,2018
4605,다사255354,0,2018
4606,다사200284,0,2018
4607,다사233274,0,2018
4608,다사273302,0,2018
4609,다사263329,0,2018
4610,다사281361,0,2018
4611,다사260360,0,2018
4612,다사230315,0,2018
4613,다사245300,0,2018
4614,다사252350,0,2018
4615,다사289361,0,2018
4616,다사233347,0,2018
4617,다사219354,0,2018
4618,다사282363,0,2018
4619,다사275369,0,2018
4620,다사227339,0,2018
4621,다사231315,0,2018
4622,다사246357,0,2018
4623,다사231313,0,2018
4624,다사219361,0,2018
4625,다사266356,0,2018
4626,다사260375,0,2018
4627,다사209362,0,2018
4628,다사253359,0,2018
4629,다사292376,0,2018
4630,다사271303,0,2018
4631,다사284354,0,2018
4632,다사262297,0,2018
4633,다사261371,0,2018
4634,다사220361,0,2018
4635,다사238312,0,2018
4636,다사238309,0,2018
4637,다사252356,0,2018
4638,다사239298,0,2018
4639,다사243370,0,2018
4640,다사265321,0,2018
4641,다사245327,0,2018
4642,다사257285,0,2018
4643,다사230338,0,2018
4644,다사227347,0,2018
4645,다사250351,0,2018
4646,다사222275,0,2018
4647,다사217330,0,2018
4648,다사258288,0,2018
4649,다사221330,0,2018
4650,다사220366,0,2018
4651,다사249358,0,2018
4652,다사238275,0,2018
4653,다사244323,0,2018
4654,다사265290,0,2018
4655,다사222360,0,2018
4656,다사224365,0,2018
4657,다사228314,0,2018
4658,다사259322,0,2018
4659,다사239343,0,2018
4660,다사197287,0,2018
4661,다사225354,0,2018
4662,다사261315,0,2018
4663,다사226325,0,2018
4664,다사230350,0,2018
4665,다사244343,0,2018
4666,다사193281,0,2018
4667,다사207281,0,2018
4668,다사213334,0,2018
4669,다사200287,0,2018
4670,다사247301,0,2018
4671,다사210362,0,2018
4672,다사263287,0,2018
4673,다사283366,0,2018
4674,다사201286,0,2018
4675,다사220355,0,2018
4676,다사264354,0,2018
4677,다사265347,0,2018
4678,다사233331,0,2018
4679,다사252315,0,2018
4680,다사250358,0,2018
4681,다사265304,0,2018
4682,다사225312,0,2018
4683,다사267308,0,2018
4684,다사252333,0,2018
4685,다사198279,0,2018
4686,다사222326,0,2018
4687,다사205357,0,2018
4688,다사190282,0,2018
4689,다사220279,0,2018
4690,다사225339,0,2018
4691,다사225278,0,2018
4692,다사281310,0,2018
4693,다사223359,0,2018
4694,다사271350,0,2018
4695,다사278307,0,2018
4696,다사209357,0,2018
4697,다사249287,0,2018
4698,다사214280,0,2018
4699,다사285317,0,2018
4700,다사283355,0,2018
4701,다사257323,0,2018
4702,다사240314,0,2018
4703,다사272364,0,2018
4704,다사216327,0,2018
4705,다사227349,0,2018
4706,다사217356,0,2018
4707,다사229332,0,2018
4708,다사261289,0,2018
4709,다사233311,0,2018
4710,다사217358,0,2018
4711,다사274318,0,2018
4712,다사229325,0,2018
4713,다사230366,0,2018
4714,다사250292,0,2018
4715,다사270368,0,2018
4716,다사219353,0,2018
4717,다사281350,0,2018
4718,다사280370,0,2018
4719,다사228351,0,2018
4720,다사259318,0,2018
4721,다사254374,0,2018
4722,다사282315,0,2018
4723,다사247308,0,2018
4724,다사230273,0,2018
4725,다사234337,0,2018
4726,다사224342,0,2018
4727,다사246339,0,2018
4728,다사230337,0,2018
4729,다사266367,0,2018
4730,다사285372,0,2018
4731,다사261331,0,2018
4732,다사245376,0,2018
4733,다사296376,0,2018
4734,다사221316,0,2018
4735,다사271311,0,2018
4736,다사232358,0,2018
4737,다사247284,0,2018
4738,다사232333,0,2018
4739,다사245348,0,2018
4740,다사233307,0,2018
4741,다사245320,0,2018
4742,다사260341,0,2018
4743,다사228353,0,2018
4744,다사236326,0,2018
4745,다사261316,0,2018
4746,다사240327,0,2018
4747,다사248319,0,2018
4748,다사220316,0,2018
4749,다사218356,0,2018
4750,다사213359,0,2018
4751,다사229348,0,2018
4752,다사220344,0,2018
4753,다사221337,0,2018
4754,다사224325,0,2018
4755,다사216366,0,2018
4756,다사225316,0,2018
4757,다사247367,0,2018
4758,다사254302,0,2018
4759,다사267293,0,2018
4760,다사272304,0,2018
4761,다사279315,0,2018
4762,다사216365,0,2018
4763,다사235302,0,2018
4764,다사274307,0,2018
4765,다사233339,0,2018
4766,다사254332,0,2018
4767,다사265358,0,2018
4768,다사240308,0,2018
4769,다사207366,0,2018
4770,다사219352,0,2018
4771,다사258331,0,2018
4772,다사213327,0,2018
4773,다사231359,0,2018
4774,다사238324,0,2018
4775,다사242324,0,2018
4776,다사242344,0,2018
4777,다사274315,0,2018
4778,다사234308,0,2018
4779,다사259375,0,2018
4780,다사269371,0,2018
4781,다사207360,0,2018
4782,다사219351,0,2018
4783,다사259282,0,2018
4784,다사258361,0,2018
4785,다사277345,0,2018
4786,다사245298,0,2018
4787,다사238274,0,2018
4788,다사255370,0,2018
4789,다사274360,0,2018
4790,다사251292,0,2018
4791,다사255300,0,2018
4792,다사258312,0,2018
4793,다사264291,0,2018
4794,다사295374,0,2018
4795,다사222325,0,2018
4796,다사251297,0,2018
4797,다사271323,0,2018
4798,다사237318,0,2018
4799,다사282319,0,2018
4800,다사212349,0,2018
4801,다사217285,0,2018
4802,다사229312,0,2018
4803,다사255316,0,2018
4804,다사240345,0,2018
4805,다사247328,0,2018
4806,다사216281,0,2018
4807,다사211287,0,2018
4808,다사216345,0,2018
4809,다사226316,0,2018
4810,다사257290,0,2018
4811,다사261309,0,2018
4812,다사272316,0,2018
4813,다사233334,0,2018
4814,다사259346,0,2018
4815,다사222367,0,2018
4816,다사237356,0,2018
4817,다사283363,0,2018
4818,다사239361,0,2018
