,end_nm,base_date,price_per_area,exclusive_area,floor,right_type
2610,송도동,2018,658.173,84.97,40,분
2611,송도동,2018,672.445,59.99,46,분
2612,송도동,2018,607.391,84.97,9,분
2613,송도동,2018,605.425,72.99,6,분
2614,송도동,2018,654.109,59.99,36,분
2615,송도동,2018,673.087,59.97,16,분
2616,송도동,2018,687.427,59.97,45,분
2617,송도동,2018,718.609,59.97,35,분
2618,송도동,2018,693.263,59.97,22,분
2619,송도동,2018,584.053,84.97,3,분
2620,송도동,2018,616.603,59.99,5,분
2621,송도동,2018,650.025,59.99,29,분
2622,송도동,2018,647.486,72.99,22,분
2623,송도동,2018,655.776,59.99,19,분
2624,송도동,2018,622.311,59.97,9,분
2625,송도동,2018,723.695,59.97,39,분
2626,송도동,2018,638.778,84.97,22,분
2627,송도동,2018,677.422,59.97,31,분
2628,송도동,2018,668.418,59.97,12,분
2629,송도동,2018,613.275,84.97,8,분
2630,송도동,2018,688.261,59.97,29,분
2631,송도동,2018,688.261,59.97,24,분
2632,송도동,2018,662.761,101.99,9,분
2633,송도동,2018,729.788,59.99,39,분
2634,송도동,2018,593.917,72.99,3,분
2635,송도동,2018,740.787,59.97,35,분
2636,송도동,2018,655.82,84.97,37,분
2637,송도동,2018,665.183,101.99,8,분
2638,송도동,2018,669.085,59.97,35,분
2639,송도동,2018,659.679,72.99,41,분
2640,송도동,2018,675.779,59.99,17,분
2641,송도동,2018,636.895,84.97,39,분
2642,송도동,2018,654.109,59.99,36,분
2643,송도동,2018,532.087,70.5618,21,입
2644,송도동,2018,513.941,84.4163,10,입
2645,송도동,2018,479.745,70.2331,28,입
2646,송도동,2018,497.7,70.2331,28,입
2647,송도동,2018,497.7,70.2331,28,입
2648,송도동,2018,505.443,70.5618,10,입
2649,송도동,2018,493.822,70.5618,28,입
2650,송도동,2018,504.262,84.2538,17,입
2651,송도동,2018,531.035,84.4163,27,입
2652,송도동,2018,509.842,84.4163,18,입
2653,송도동,2018,491.13,70.5618,17,입
2654,송도동,2018,493.829,70.3826,37,입
2655,송도동,2018,503.207,70.3826,26,입
2656,송도동,2018,530.478,84.4163,31,입
2657,송도동,2018,502.852,70.3826,26,입
2658,송도동,2018,508.788,70.5618,32,입
2659,송도동,2018,509.01,84.2538,16,입
2660,송도동,2018,501.331,70.2331,20,입
2661,송도동,2018,512.235,84.4163,11,입
2662,송도동,2018,467.533,70.5618,20,입
2663,송도동,2018,503.349,70.3826,19,입
2664,송도동,2018,499.76,70.5618,27,입
2665,송도동,2018,492.204,70.2331,30,입
2666,송도동,2018,497.452,70.3826,17,입
2667,송도동,2018,424.183,84.4163,2,입
2668,송도동,2018,517.69,70.2331,27,입
2669,송도동,2018,501.444,70.2331,36,입
2670,송도동,2018,515.095,70.5618,34,입
2671,송도동,2018,541.696,84.4163,27,입
2672,송도동,2018,519.84,84.4163,24,입
2673,송도동,2018,514.074,70.5618,20,입
2674,송도동,2018,468.216,84.2538,3,입
2675,송도동,2018,508.286,84.2538,36,입
2676,송도동,2018,506.048,70.3826,22,입
2677,송도동,2018,482.508,70.2331,7,입
2678,송도동,2018,500.747,70.2331,28,입
2679,송도동,2018,516.144,84.4163,17,입
2680,송도동,2018,496.94,70.5618,12,입
2681,송도동,2018,525.763,84.4163,24,입
2682,송도동,2018,495.651,70.5618,7,입
2683,송도동,2018,502.723,84.4163,34,입
2684,송도동,2018,485.984,84.4163,8,입
2685,송도동,2018,468.326,70.3826,29,입
2686,송도동,2018,522.21,84.4163,21,입
2687,송도동,2018,514.042,84.2538,36,입
2688,송도동,2018,497.996,84.4163,26,입
2689,송도동,2018,507.14,70.2331,34,입
2690,송도동,2018,501.844,70.5618,33,입
2691,송도동,2018,533.518,70.5618,33,입
2692,송도동,2018,499.086,70.3826,19,입
2693,송도동,2018,477.633,84.4163,10,입
2694,송도동,2018,508.891,84.2538,30,입
2695,송도동,2018,495.942,84.2538,14,입
2696,송도동,2018,512.26,70.5618,39,입
2697,송도동,2018,473.723,70.2331,4,입
2698,송도동,2018,520.111,70.5618,9,입
2699,송도동,2018,470.341,84.2538,4,입
2700,송도동,2018,537.432,84.4163,23,입
2701,송도동,2018,485.806,84.2538,17,입
2702,송도동,2018,510.971,70.5618,14,입
2703,송도동,2018,490.237,84.4163,25,입
2704,송도동,2018,559.394,84.4163,32,입
2705,송도동,2018,535.453,84.4163,37,입
2706,송도동,2018,498.853,70.5618,14,입
2707,송도동,2018,512.622,70.2331,37,입
2708,송도동,2018,491.74,84.2538,21,입
2709,송도동,2018,479.173,84.4163,3,입
2710,송도동,2018,513.238,70.5618,10,입
2711,송도동,2018,498.134,70.3826,1,분
2712,송도동,2018,497.996,84.4163,24,입
2713,송도동,2018,517.716,70.5618,33,입
2714,송도동,2018,504.915,84.2538,22,입
2715,송도동,2018,513.025,70.5618,14,입
2716,송도동,2018,553.231,70.5618,34,입
2717,송도동,2018,493.571,70.2331,26,입
2718,송도동,2018,513.929,84.4163,16,입
2719,송도동,2018,477.633,84.4163,10,입
2720,송도동,2018,471.232,70.5618,3,입
2721,송도동,2018,486.15,84.4163,21,입
2722,송도동,2018,519.84,84.4163,22,입
2723,송도동,2018,504.026,70.5618,12,입
2724,송도동,2018,494.966,70.3826,18,입
2725,송도동,2018,515.165,70.5618,21,입
2726,송도동,2018,504.022,70.2331,32,입
2727,송도동,2018,503.105,70.5618,15,입
2728,송도동,2018,531.935,84.4163,21,입
2729,송도동,2018,527.212,70.5618,38,입
2730,송도동,2018,534.837,84.4163,20,입
2731,송도동,2018,488.522,70.5618,5,입
2732,송도동,2018,522.991,84.4163,17,입
2733,송도동,2018,537.609,84.4163,23,입
2734,송도동,2018,462.742,70.3826,20,입
2735,송도동,2018,514.57,70.5618,17,입
2736,송도동,2018,487.02,70.5618,9,입
2737,송도동,2018,468.511,70.3826,2,입
2738,송도동,2018,466.329,70.5618,16,입
2739,송도동,2018,564.45,84.6541,12,분
2740,송도동,2018,560.871,84.6541,8,분
2741,송도동,2018,571.455,84.6541,10,분
2742,송도동,2018,559.689,84.6541,6,분
2743,송도동,2018,577.697,84.9753,18,분
2744,송도동,2018,569.376,84.6541,13,분
2745,송도동,2018,563.929,84.9753,33,분
2746,송도동,2018,574.455,84.6541,29,분
2747,송도동,2018,558.25,84.6932,22,분
2748,송도동,2018,562.752,84.9753,28,분
2749,송도동,2018,553.409,84.6932,10,분
2750,송도동,2018,547.836,84.6932,4,분
2751,송도동,2018,606.35,84.6541,27,분
2752,송도동,2018,598.033,84.9753,36,분
2753,송도동,2018,563.233,84.6541,10,분
2754,송도동,2018,607.271,84.9753,40,분
2755,송도동,2018,531.884,84.6932,3,분
2756,송도동,2018,608.712,84.6541,26,분
2757,송도동,2018,550.395,84.9753,9,분
2758,송도동,2018,565.856,84.6541,28,분
2759,송도동,2018,584.496,84.6541,38,분
2760,송도동,2018,606.303,84.6541,26,분
2761,송도동,2018,584.969,84.6541,32,분
2762,송도동,2018,590.993,84.6541,32,분
2763,송도동,2018,555.062,84.6932,39,분
2764,송도동,2018,572.589,84.6541,13,분
2765,송도동,2018,588.631,84.6541,27,분
2766,송도동,2018,549.195,84.9753,7,분
2767,송도동,2018,584.732,84.6541,17,분
2768,송도동,2018,634.036,84.97,32,분
2769,송도동,2018,634.279,84.92,25,분
2770,송도동,2018,567.989,84.97,13,분
2771,송도동,2018,584.162,84.92,12,분
2772,송도동,2018,630.252,84.92,27,분
2773,송도동,2018,621.347,84.93,17,분
2774,송도동,2018,578.357,84.97,17,분
2775,송도동,2018,564.893,84.97,8,분
2776,송도동,2018,542.899,84.92,3,분
2777,송도동,2018,657.275,99.59,24,분
2778,송도동,2018,667.677,99.59,28,분
2779,송도동,2018,588.395,84.96,22,분
2780,송도동,2018,529.414,84.96,4,분
2781,송도동,2018,561.405,84.96,8,분
2782,송도동,2018,560.016,84.96,12,분
2783,송도동,2018,616.473,99.92,27,분
2784,송도동,2018,542.255,84.96,6,분
2785,송도동,2018,589.973,84.97,14,분
2786,송도동,2018,607.276,99.92,23,분
2787,동춘동,2018,463.12,74.2443,8,분
2788,동춘동,2018,347.128,84.9255,6,분
2789,동춘동,2018,454.252,84.9044,30,분
2790,동춘동,2018,435.922,93.7025,13,분
2791,동춘동,2018,434.544,84.9948,5,분
2792,동춘동,2018,442.298,84.9948,20,분
2793,동춘동,2018,466.146,93.7025,17,분
2794,동춘동,2018,469.446,66.947,7,분
2795,동춘동,2018,443.286,84.9948,16,분
2796,동춘동,2018,453.275,84.9044,20,분
2797,동춘동,2018,440.451,74.2443,3,분
2798,동춘동,2018,483.647,74.2443,24,분
2799,동춘동,2018,444.205,84.9044,27,분
2800,동춘동,2018,474.555,74.24,23,분
2801,동춘동,2018,469.854,74.2443,8,분
2802,동춘동,2018,490.926,66.947,27,분
2803,동춘동,2018,433.806,84.9044,7,분
2804,동춘동,2018,478.569,74.2443,27,분
2805,동춘동,2018,490.381,74.2443,24,분
2806,동춘동,2018,472.871,74.2443,26,분
2807,동춘동,2018,448.639,84.9948,27,분
2808,동춘동,2018,445.383,84.9044,23,분
2809,동춘동,2018,438.54,84.9044,18,분
2810,동춘동,2018,456.636,84.8904,15,분
2811,동춘동,2018,471.724,84.9246,17,분
2812,동춘동,2018,453.926,84.8904,12,분
2813,동춘동,2018,455.458,84.8904,15,분
2814,동춘동,2018,450.098,84.8904,14,분
2815,동춘동,2018,417.882,76.9835,3,분
2816,동춘동,2018,450.894,84.9246,6,분
2817,동춘동,2018,475.081,101.951,17,분
2818,동춘동,2018,457.088,84.9246,9,분
2819,동춘동,2018,505.366,76.7563,27,분
2820,동춘동,2018,467.662,84.8904,29,분
2821,동춘동,2018,478.377,84.9246,15,분
2822,동춘동,2018,453.774,76.7563,6,분
2823,동춘동,2018,461.089,84.8904,29,분
2824,동춘동,2018,433.49,84.9246,2,분
2825,동춘동,2018,471.053,84.9246,12,분
2826,동춘동,2018,474.098,76.7563,22,분
2827,동춘동,2018,341.993,109.8034,5,분
2828,동춘동,2018,480.493,76.9835,26,분
2829,동춘동,2018,456.687,84.9246,8,분
2830,동춘동,2018,470.575,59.9628,8,분
2831,동춘동,2018,475.912,59.9628,11,분
2832,동춘동,2018,464.008,59.8632,8,분
2833,동춘동,2018,475.2,59.8632,15,분
2834,동춘동,2018,469.019,59.8632,12,분
2835,동춘동,2018,465.678,59.8632,12,분
2836,동춘동,2018,456.825,59.8632,4,분
2837,동춘동,2018,471.859,59.8632,18,분
2838,동춘동,2018,475.2,59.8632,17,분
2839,동춘동,2018,470.69,59.8632,9,분
2840,송도동,2018,548.851,95.8548,13,분
2841,송도동,2018,554.354,84.9999,47,분
2842,송도동,2018,561.118,84.9999,45,분
2843,송도동,2018,568.047,95.8548,29,분
2844,송도동,2018,557.186,95.8548,43,분
2845,송도동,2018,548.471,84.9999,39,분
2846,송도동,2018,539.648,84.9999,6,분
2847,송도동,2018,516.354,84.9999,4,분
2848,송도동,2018,555.907,84.7966,39,분
2849,송도동,2018,541.648,84.9999,23,분
2850,송도동,2018,568.412,84.9999,17,분
2851,송도동,2018,547.53,84.9999,16,분
2852,송도동,2018,545.826,95.8548,22,분
2853,송도동,2018,554.354,84.9999,35,분
2854,송도동,2018,566.419,95.8548,11,분
2855,송도동,2018,541.966,95.8548,15,분
2856,송도동,2018,542.824,84.9999,20,분
2857,송도동,2018,554.354,84.9999,41,분
2858,송도동,2018,545.895,84.7966,30,분
2859,송도동,2018,544.001,84.9999,21,분
2860,송도동,2018,548.642,95.8548,48,분
2861,송도동,2018,554.236,84.9999,9,분
2862,송도동,2018,541.648,84.9999,15,분
2863,송도동,2018,544.001,84.9999,15,분
2864,송도동,2018,536.332,95.8548,12,분
2865,송도동,2018,608.107,84.9999,30,분
2866,송도동,2018,536.589,84.9999,9,분
2867,송도동,2018,564.648,84.9999,35,분
2868,송도동,2018,560.327,95.8548,49,분
2869,송도동,2018,517.297,84.7966,4,분
2870,송도동,2018,558.96,95.8548,42,분
2871,송도동,2018,559.169,95.8548,10,분
2872,송도동,2018,540.352,84.7966,18,분
2873,송도동,2018,567.53,84.9999,23,분
2874,송도동,2018,597.177,84.6566,34,분
2875,송도동,2018,577.623,84.7854,28,분
2876,송도동,2018,571.214,84.6566,8,분
2877,송도동,2018,523.832,84.9738,29,입
2878,송도동,2018,587.689,84.4546,23,분
2879,송도동,2018,530.358,84.9766,33,입
2880,송도동,2018,533.029,84.9766,20,입
2881,송도동,2018,530.616,84.4546,37,입
2882,송도동,2018,544.607,84.7583,20,입
2883,송도동,2018,518.56,84.9738,24,입
2884,송도동,2018,518.913,84.916,24,입
2885,송도동,2018,590.232,84.2262,26,분
2886,송도동,2018,598.12,84.4546,36,분
2887,송도동,2018,591.17,84.4546,14,분
2888,송도동,2018,566.332,84.2262,9,분
2889,송도동,2018,491.469,84.9738,4,입
2890,송도동,2018,594.934,84.2262,23,분
2891,송도동,2018,603.007,84.2262,33,분
2892,송도동,2018,547.659,84.916,25,입
2893,송도동,2018,549.251,74.9894,9,입
2894,송도동,2018,588.876,84.916,25,입
2895,송도동,2018,620.097,124.9886,2,분
2896,송도동,2018,530.168,84.2262,26,입
2897,송도동,2018,528.923,84.4546,17,입
2898,송도동,2018,582.576,84.916,25,입
2899,송도동,2018,690.487,124.9886,8,분
2900,송도동,2018,496.031,84.916,6,입
2901,송도동,2018,596.001,84.7583,13,분
2902,송도동,2018,596.001,84.7583,13,분
2903,송도동,2018,551.115,84.202,2,분
2904,송도동,2018,525.915,84.9738,36,입
2905,송도동,2018,563.958,84.2262,5,분
2906,송도동,2018,498.304,84.916,7,입
2907,송도동,2018,582.551,84.7583,8,분
2908,송도동,2018,543.744,74.9894,3,분
2909,송도동,2018,592.607,84.2262,20,분
2910,송도동,2018,512.563,84.7583,1,분
2911,송도동,2018,505.704,84.9766,24,입
2912,송도동,2018,566.474,72.517,34,분
2913,송도동,2018,617.459,84.0784,31,분
2914,송도동,2018,604.006,84.4661,33,분
2915,송도동,2018,569.814,84.4661,30,분
2916,송도동,2018,625.195,133.3247,47,분
2917,송도동,2018,592.382,64.168,21,분
2918,송도동,2018,642.018,64.168,48,분
2919,송도동,2018,594.897,84.0784,35,분
2920,송도동,2018,587.159,72.517,42,분
2921,송도동,2018,528.271,84.4661,22,분
2922,송도동,2018,661.466,84.0784,46,분
2923,송도동,2018,561.758,72.517,6,분
2924,송도동,2018,635.276,118.8114,47,분
2925,송도동,2018,619.935,64.168,36,분
2926,송도동,2018,583.003,84.0784,27,분
2927,송도동,2018,580.264,72.517,36,분
2928,송도동,2018,575.627,84.4661,21,분
2929,송도동,2018,622.605,84.4661,43,분
2930,송도동,2018,569.708,84.4661,23,분
2931,송도동,2018,573.369,72.517,20,분
2932,송도동,2018,541.72,84.9128,11,분
2933,송도동,2018,533.549,84.847,27,분
2934,송도동,2018,549.337,84.795,26,분
2935,송도동,2018,487.057,84.795,2,분
2936,송도동,2018,527.6,84.9128,11,분
2937,송도동,2018,517.837,84.795,5,분
2938,송도동,2018,531.133,84.9128,19,분
2939,송도동,2018,533.168,84.795,31,분
2940,송도동,2018,489.587,84.847,3,분
2941,송도동,2018,533.842,84.9128,23,분
2942,송도동,2018,546.82,84.9128,36,분
2943,송도동,2018,512.744,75.9833,4,분
2944,송도동,2018,494.507,84.9128,3,분
2945,송도동,2018,513.513,84.847,5,분
2946,송도동,2018,542.78,84.9128,26,분
2947,송도동,2018,538.475,84.795,31,분
2948,송도동,2018,539.954,84.9128,14,분
2949,송도동,2018,561.826,84.795,44,분
2950,송도동,2018,533.842,84.9128,24,분
2951,송도동,2018,533.488,84.9128,15,분
2952,송도동,2018,573.415,75.9833,47,분
2953,송도동,2018,542.78,84.9128,25,분
2954,송도동,2018,528.778,84.9128,19,분
2955,송도동,2018,487.057,84.795,2,분
2956,송도동,2018,515.87,84.847,9,분
2957,송도동,2018,491.687,75.9833,2,분
2958,송도동,2018,548.056,84.9128,43,분
2959,송도동,2018,533.842,84.9128,26,분
2960,송도동,2018,536.955,84.847,28,분
2961,송도동,2018,539.73,84.9128,32,분
2962,송도동,2018,528.097,84.795,18,분
2963,송도동,2018,466.369,84.847,1,분
2964,송도동,2018,493.123,84.847,3,분
2965,송도동,2018,528.097,84.795,12,분
2966,송도동,2018,548.87,84.847,39,분
2967,송도동,2018,537.092,75.9833,13,분
2968,송도동,2018,539.73,84.9128,27,분
2969,송도동,2018,544.33,75.9833,23,분
2970,송도동,2018,559.136,75.9833,24,분
2971,송도동,2018,545.646,75.9833,28,분
2972,송도동,2018,540.931,84.9128,31,분
2973,송도동,2018,528.097,84.795,14,분
2974,송도동,2018,518.532,84.9128,8,분
2975,송도동,2018,526.918,84.795,14,분
2976,송도동,2018,540.114,84.795,32,분
2977,송도동,2018,529.853,75.9833,9,분
2978,송도동,2018,495.48,84.847,3,분
2979,송도동,2018,539.82,84.795,28,분
2980,송도동,2018,645.073,59.97,5,분
2981,송도동,2018,722.028,59.97,40,분
2982,송도동,2018,656.609,59.99,28,분
2983,송도동,2018,658.693,59.99,45,분
2984,송도동,2018,643.774,59.99,25,분
2985,송도동,2018,655.609,59.99,29,분
2986,송도동,2018,711.439,59.97,35,분
2987,송도동,2018,640.636,72.99,26,분
2988,송도동,2018,661.022,84.97,21,분
2989,송도동,2018,689.678,59.97,13,분
2990,송도동,2018,642.44,59.99,19,분
2991,송도동,2018,715.707,101.99,33,분
2992,송도동,2018,699.933,59.97,21,분
2993,송도동,2018,710.772,59.97,32,분
2994,송도동,2018,675.779,59.99,45,분
2995,송도동,2018,619.643,59.97,6,분
2996,송도동,2018,635.293,72.99,16,분
2997,송도동,2018,627.633,84.97,15,분
2998,송도동,2018,655.843,84.97,43,분
2999,송도동,2018,653.109,59.99,16,분
3000,송도동,2018,646.664,72.99,22,분
3001,송도동,2018,582.375,59.97,18,분
3002,송도동,2018,645.757,84.97,20,분
3003,송도동,2018,643.274,59.99,10,분
3004,송도동,2018,665.249,59.97,24,분
3005,송도동,2018,673.38,72.99,42,분
3006,송도동,2018,641.904,59.97,2,분
3007,송도동,2018,641.721,84.97,18,분
3008,송도동,2018,678.673,59.97,15,분
3009,송도동,2018,670.362,59.99,30,분
3010,송도동,2018,631.605,59.99,6,분
3011,송도동,2018,693.617,101.99,32,분
3012,송도동,2018,652.025,59.99,19,분
3013,송도동,2018,644.072,59.97,33,분
3014,송도동,2018,647.441,59.99,19,분
3015,송도동,2018,615.747,84.97,40,분
3016,송도동,2018,704.936,59.97,25,분
3017,송도동,2018,658.857,72.99,32,분
3018,송도동,2018,632.812,84.97,20,분
3019,송도동,2018,623.099,72.99,12,분
3020,송도동,2018,645.991,59.99,23,분
3021,송도동,2018,641.607,59.99,12,분
3022,송도동,2018,632.306,84.97,19,분
3023,송도동,2018,691.596,59.97,20,분
3024,송도동,2018,633.922,72.99,16,분
3025,송도동,2018,660.364,72.99,25,분
3026,송도동,2018,676.755,59.97,13,분
3027,송도동,2018,642.122,101.99,9,분
3028,송도동,2018,667.0,59.97,16,분
3029,송도동,2018,667.445,59.99,40,분
3030,송도동,2018,674.591,84.97,32,분
3031,송도동,2018,637.759,72.99,33,분
3032,송도동,2018,732.033,59.97,30,분
3033,송도동,2018,632.004,72.99,9,분
3034,송도동,2018,676.755,59.97,11,분
3035,송도동,2018,713.273,59.97,24,분
3036,송도동,2018,673.42,59.97,13,분
3037,송도동,2018,723.611,55.99,34,분
3038,송도동,2018,665.083,59.97,9,분
3039,송도동,2018,656.254,72.99,27,분
3040,송도동,2018,653.359,59.99,25,분
3041,송도동,2018,661.11,59.99,26,분
3042,송도동,2018,654.109,59.99,30,분
3043,송도동,2018,654.336,72.99,27,분
3044,송도동,2018,649.253,84.97,27,분
3045,송도동,2018,672.029,59.99,33,분
3046,송도동,2018,675.088,59.97,10,분
3047,송도동,2018,650.637,72.99,33,분
3048,송도동,2018,644.824,59.99,5,분
3049,송도동,2018,624.332,72.99,19,분
3050,송도동,2018,675.279,59.99,32,분
3051,송도동,2018,688.108,72.99,45,분
3052,송도동,2018,676.829,59.99,40,분
3053,송도동,2018,640.636,72.99,21,분
3054,송도동,2018,669.112,59.99,37,분
3055,송도동,2018,584.597,59.99,33,분
3056,송도동,2018,636.389,72.99,32,분
3057,송도동,2018,668.418,59.97,12,분
3058,송도동,2018,607.391,84.97,7,분
3059,송도동,2018,629.516,84.97,11,분
3060,송도동,2018,684.926,59.97,22,분
3061,송도동,2018,672.558,72.99,44,분
3062,송도동,2018,667.445,59.99,42,분
3063,송도동,2018,702.435,59.97,30,분
3064,송도동,2018,640.07,59.97,7,분
3065,송도동,2018,636.526,72.99,23,분
3066,송도동,2018,648.993,72.99,17,분
3067,송도동,2018,649.942,59.99,7,분
3068,송도동,2018,670.297,72.99,37,분
3069,송도동,2018,679.113,59.99,31,분
3070,송도동,2018,614.511,84.97,9,분
3071,송도동,2018,672.125,101.99,12,분
3072,송도동,2018,615.747,84.97,36,분
3073,송도동,2018,744.122,59.97,41,분
3074,송도동,2018,670.445,59.99,24,분
3075,송도동,2018,656.745,59.97,7,분
3076,송도동,2018,638.273,59.99,6,분
3077,송도동,2018,691.596,59.97,22,분
3078,송도동,2018,667.445,59.99,24,분
3079,송도동,2018,623.632,84.97,14,분
3080,송도동,2018,665.75,59.97,17,분
3081,송도동,2018,627.516,84.97,34,분
3082,송도동,2018,615.747,84.97,40,분
3083,송도동,2018,655.776,59.99,17,분
3084,송도동,2018,673.003,59.97,13,분
3085,송도동,2018,606.214,84.97,6,분
3086,송도동,2018,699.1,59.97,33,분
3087,송도동,2018,592.273,72.99,5,분
3088,송도동,2018,634.695,84.97,19,분
3089,송도동,2018,639.266,72.99,26,분
3090,송도동,2018,658.516,101.99,28,분
3091,송도동,2018,666.694,59.99,26,분
3092,송도동,2018,660.08,59.97,7,분
3093,송도동,2018,460.37,139.0185,20,분
3094,송도동,2018,472.083,70.5618,1,입
3095,송도동,2018,501.245,70.2331,29,입
3096,송도동,2018,488.863,84.4163,5,입
3097,송도동,2018,504.239,70.5618,29,입
3098,송도동,2018,474.094,70.3826,8,입
3099,송도동,2018,489.425,70.3826,10,입
3100,송도동,2018,508.278,70.5618,9,입
3101,송도동,2018,482.182,84.4163,3,입
3102,송도동,2018,508.76,70.5618,28,입
3103,송도동,2018,467.196,84.2538,4,입
3104,송도동,2018,538.549,70.5618,31,입
3105,송도동,2018,491.303,84.4163,29,입
3106,송도동,2018,488.516,70.2331,22,입
3107,송도동,2018,470.839,84.2538,9,입
3108,송도동,2018,530.244,70.5618,23,입
3109,송도동,2018,519.497,84.4163,38,입
3110,송도동,2018,482.379,70.2331,17,입
3111,송도동,2018,509.544,84.2538,21,입
3112,송도동,2018,507.994,70.5618,21,입
3113,송도동,2018,490.42,70.3826,25,입
3114,송도동,2018,499.157,70.3826,31,입
3115,송도동,2018,475.915,84.4163,7,입
3116,송도동,2018,519.828,70.5618,29,입
3117,송도동,2018,491.982,70.3826,30,입
3118,송도동,2018,491.588,84.4163,12,입
3119,송도동,2018,488.643,70.3826,13,입
3120,송도동,2018,507.888,84.4163,21,입
3121,송도동,2018,511.325,70.5618,26,입
3122,송도동,2018,501.147,70.3826,28,입
3123,송도동,2018,505.716,70.2331,33,입
3124,송도동,2018,527.708,70.5618,32,입
3125,송도동,2018,506.846,70.5618,22,입
3126,송도동,2018,502.972,84.4163,29,입
3127,송도동,2018,532.88,70.5618,35,입
3128,송도동,2018,507.215,70.5618,19,입
3129,송도동,2018,515.01,70.5618,12,입
3130,송도동,2018,512.884,70.5618,13,입
3131,송도동,2018,467.078,84.4163,4,입
3132,송도동,2018,498.969,84.2538,13,입
3133,송도동,2018,541.696,84.4163,29,입
3134,송도동,2018,505.939,70.5618,11,입
3135,송도동,2018,511.764,70.5618,35,입
3136,송도동,2018,533.025,84.4163,14,입
3137,송도동,2018,507.513,70.5618,32,입
3138,송도동,2018,497.116,70.2331,13,입
3139,송도동,2018,504.239,70.5618,28,입
3140,송도동,2018,520.749,70.5618,27,입
3141,송도동,2018,547.619,84.4163,22,입
3142,송도동,2018,511.608,70.5618,14,입
3143,송도동,2018,474.819,70.3826,7,입
3144,송도동,2018,537.704,84.4163,35,입
3145,송도동,2018,547.063,84.4163,36,입
3146,송도동,2018,498.216,70.5618,11,입
3147,송도동,2018,548.247,84.4163,33,입
3148,송도동,2018,550.131,84.4163,30,입
3149,송도동,2018,500.155,84.2538,13,입
3150,송도동,2018,488.288,70.2331,11,입
3151,송도동,2018,486.138,84.2538,3,입
3152,송도동,2018,496.456,84.4163,24,입
3153,송도동,2018,495.793,84.4163,15,입
3154,송도동,2018,488.519,84.4163,6,입
3155,송도동,2018,487.02,70.5618,12,입
3156,송도동,2018,502.963,70.5618,18,입
3157,송도동,2018,473.196,70.2331,32,입
3158,송도동,2018,503.207,70.3826,22,입
3159,송도동,2018,493.554,84.4163,10,입
3160,송도동,2018,505.4,84.4163,10,입
3161,송도동,2018,486.138,84.2538,3,입
3162,송도동,2018,515.528,84.4163,31,입
3163,송도동,2018,529.663,70.5618,18,입
3164,송도동,2018,508.564,70.2331,33,입
3165,송도동,2018,515.528,84.4163,31,입
3166,송도동,2018,508.564,70.2331,33,입
3167,송도동,2018,504.022,70.2331,31,입
3168,송도동,2018,535.927,84.4163,14,입
3169,송도동,2018,494.304,70.5618,17,입
3170,송도동,2018,473.952,70.3826,13,입
3171,송도동,2018,535.927,84.4163,14,입
3172,송도동,2018,503.775,70.3826,38,입
3173,송도동,2018,505.302,70.5618,20,입
3174,송도동,2018,514.569,84.4163,32,입
3175,송도동,2018,518.632,84.4163,32,입
3176,송도동,2018,478.375,70.5618,3,입
3177,송도동,2018,517.412,84.4163,6,입
3178,송도동,2018,485.376,70.5618,10,입
3179,송도동,2018,493.376,84.4163,29,입
3180,송도동,2018,483.93,70.5618,23,입
3181,송도동,2018,489.283,70.3826,19,입
3182,송도동,2018,538.77,84.4163,37,입
3183,송도동,2018,490.832,70.3826,6,입
3184,송도동,2018,501.372,84.4163,27,입
3185,송도동,2018,488.075,70.3826,18,입
3186,송도동,2018,498.357,70.5618,6,입
3187,송도동,2018,508.307,70.3826,34,입
3188,송도동,2018,502.351,84.2538,38,입
3189,송도동,2018,502.723,84.4163,35,입
3190,송도동,2018,453.446,70.5618,4,입
3191,송도동,2018,497.757,70.2331,29,입
3192,송도동,2018,518.411,70.5618,23,입
3193,송도동,2018,514.285,84.4163,36,입
3194,송도동,2018,528.473,70.5618,14,입
3195,송도동,2018,565.996,84.6932,28,분
3196,송도동,2018,554.708,84.6932,22,분
3197,송도동,2018,566.777,84.6541,7,분
3198,송도동,2018,605.05,84.6541,35,분
3199,송도동,2018,557.327,84.6541,9,분
3200,송도동,2018,567.459,84.9753,29,분
3201,송도동,2018,556.243,84.6932,29,분
3202,송도동,2018,593.344,84.6541,39,분
3203,송도동,2018,551.52,84.6932,32,분
3204,송도동,2018,595.718,84.6541,33,분
3205,송도동,2018,551.807,84.9753,20,분
3206,송도동,2018,568.549,84.6541,34,분
3207,송도동,2018,566.259,84.9753,33,분
3208,송도동,2018,576.043,99.9891,7,분
3209,송도동,2018,569.376,84.6541,17,분
3210,송도동,2018,586.268,84.6541,43,분
3211,송도동,2018,580.362,84.6541,35,분
3212,송도동,2018,596.214,84.6541,17,분
3213,송도동,2018,543.388,84.6541,22,분
3214,송도동,2018,559.926,84.6541,19,분
3215,송도동,2018,603.309,75.618,33,분
3216,송도동,2018,598.081,84.6541,26,분
3217,송도동,2018,549.058,84.6541,10,분
3218,송도동,2018,530.154,84.9753,3,분
3219,송도동,2018,580.909,84.6932,34,분
3220,송도동,2018,548.804,84.6932,12,분
3221,송도동,2018,546.301,84.6932,9,분
3222,송도동,2018,586.894,84.6541,10,분
3223,송도동,2018,555.771,84.6932,8,분
