,end_nm,base_date,exclusive_area,price_per_area,cnstr_year,floor,bld_type
0,동춘동,2018,84.945,282.536,1994,5,아파트
1,동춘동,2018,73.66,323.106,1994,2,아파트
2,동춘동,2018,84.945,297.84,1994,3,아파트
3,동춘동,2018,84.945,282.536,1994,5,아파트
4,동춘동,2018,84.945,291.954,1994,1,아파트
5,동춘동,2018,84.945,300.194,1994,5,아파트
6,동춘동,2018,84.945,275.472,1994,5,아파트
7,동춘동,2018,84.945,306.08,1994,2,아파트
8,동춘동,2018,84.945,304.903,1994,3,아파트
9,동춘동,2018,84.945,300.194,1994,2,아파트
10,동춘동,2018,84.945,311.967,1994,4,아파트
11,동춘동,2018,84.945,297.84,1994,3,아파트
12,동춘동,2018,84.945,270.763,1994,5,아파트
13,동춘동,2018,84.945,280.181,1994,4,아파트
14,동춘동,2018,84.945,286.067,1994,1,아파트
15,동춘동,2018,84.945,282.536,1994,5,아파트
16,동춘동,2018,84.945,223.674,1994,3,아파트
17,동춘동,2018,84.945,297.84,1994,2,아파트
18,동춘동,2018,84.945,306.08,1994,2,아파트
19,동춘동,2018,84.945,327.859,1994,3,아파트
20,동춘동,2018,84.945,287.245,1994,4,아파트
21,동춘동,2018,84.945,287.245,1994,4,아파트
22,동춘동,2018,84.945,282.536,1994,5,아파트
23,동춘동,2018,84.945,316.675,1994,4,아파트
24,동춘동,2018,84.945,288.422,1994,4,아파트
25,동춘동,2018,84.945,277.827,1994,4,아파트
26,동춘동,2018,84.945,270.763,1994,5,아파트
27,동춘동,2018,84.945,280.181,1994,5,아파트
28,동춘동,2018,84.945,276.65,1994,5,아파트
29,동춘동,2018,84.945,276.65,1994,5,아파트
30,동춘동,2018,84.945,267.232,1994,5,아파트
31,동춘동,2018,84.945,300.194,1994,2,아파트
32,동춘동,2018,73.66,291.882,1994,1,아파트
33,동춘동,2018,84.945,291.954,1994,4,아파트
34,동춘동,2018,84.945,317.853,1994,3,아파트
35,동춘동,2018,84.945,304.903,1994,1,아파트
36,동춘동,2018,84.945,279.004,1994,1,아파트
37,동춘동,2018,84.945,282.536,1994,5,아파트
38,동춘동,2018,84.945,289.599,1994,2,아파트
39,동춘동,2018,73.66,316.318,1994,1,아파트
40,동춘동,2018,73.66,321.749,1994,3,아파트
41,동춘동,2018,84.945,302.549,1994,2,아파트
42,동춘동,2018,84.945,300.194,1994,2,아파트
43,동춘동,2018,84.945,303.726,1994,4,아파트
44,동춘동,2018,84.945,323.739,1994,2,아파트
45,동춘동,2018,84.945,279.004,1994,5,아파트
46,동춘동,2018,84.945,271.941,1994,5,아파트
47,동춘동,2018,84.945,269.586,1994,5,아파트
48,동춘동,2018,84.585,289.649,1994,6,아파트
49,동춘동,2018,84.585,301.472,1994,2,아파트
50,동춘동,2018,84.585,320.388,1994,6,아파트
51,동춘동,2018,84.585,283.738,1994,2,아파트
52,동춘동,2018,75.255,305.628,1994,4,아파트
53,동춘동,2018,84.585,304.427,1994,5,아파트
54,동춘동,2018,75.255,324.231,1994,3,아파트
55,동춘동,2018,84.585,283.738,1994,2,아파트
56,동춘동,2018,84.585,319.206,1994,3,아파트
57,동춘동,2018,84.585,293.196,1994,6,아파트
58,동춘동,2018,75.255,292.339,1994,6,아파트
59,동춘동,2018,84.585,277.827,1994,2,아파트
60,동춘동,2018,75.255,305.628,1994,2,아파트
61,동춘동,2018,75.255,325.56,1994,4,아파트
62,동춘동,2018,84.585,300.29,1994,5,아파트
63,동춘동,2018,84.585,293.196,1994,5,아파트
64,동춘동,2018,75.255,292.339,1994,2,아파트
65,동춘동,2018,84.585,319.206,1994,5,아파트
66,동춘동,2018,96.74,312.177,1993,4,아파트
67,동춘동,2018,134.07,290.893,1993,2,아파트
68,동춘동,2018,101.7,216.323,1993,5,아파트
69,동춘동,2018,96.74,315.278,1993,5,아파트
70,동춘동,2018,134.07,290.893,1993,8,아파트
71,동춘동,2018,101.7,285.152,1993,15,아파트
72,동춘동,2018,101.7,329.4,1993,14,아파트
73,동춘동,2018,134.07,275.975,1993,7,아파트
74,동춘동,2018,101.7,294.985,1993,3,아파트
75,동춘동,2018,96.74,289.436,1993,3,아파트
76,동춘동,2018,101.7,314.651,1993,14,아파트
77,동춘동,2018,134.07,290.893,1993,6,아파트
78,동춘동,2018,101.7,332.35,1993,11,아파트
79,동춘동,2018,101.7,299.902,1993,11,아파트
80,동춘동,2018,53.01,305.603,1993,2,아파트
81,동춘동,2018,53.01,347.104,1993,2,아파트
82,동춘동,2018,53.01,339.559,1993,5,아파트
83,동춘동,2018,53.01,320.694,1993,4,아파트
84,동춘동,2018,53.01,341.445,1993,4,아파트
85,동춘동,2018,53.01,316.921,1993,1,아파트
86,동춘동,2018,53.01,343.331,1993,3,아파트
87,동춘동,2018,53.01,343.331,1993,2,아파트
88,동춘동,2018,53.01,311.262,1993,4,아파트
89,동춘동,2018,53.01,339.559,1993,4,아파트
90,동춘동,2018,53.01,320.694,1993,2,아파트
91,동춘동,2018,53.01,311.262,1993,4,아파트
92,동춘동,2018,53.01,328.24,1993,3,아파트
93,동춘동,2018,53.01,324.467,1993,4,아파트
94,동춘동,2018,53.01,324.467,1993,1,아파트
95,동춘동,2018,53.01,282.965,1993,1,아파트
96,동춘동,2018,53.01,301.83,1993,1,아파트
97,동춘동,2018,99.9595,255.103,1993,5,아파트
98,동춘동,2018,99.9595,273.111,1993,4,아파트
99,동춘동,2018,134.025,231.3,1993,2,아파트
100,동춘동,2018,99.9595,264.607,1993,2,아파트
101,동춘동,2018,134.1225,257.228,1993,4,아파트
102,동춘동,2018,99.09,270.461,1993,3,아파트
103,동춘동,2018,99.9595,263.107,1993,3,아파트
104,동춘동,2018,99.9595,273.111,1993,3,아파트
105,동춘동,2018,99.9595,249.101,1993,3,아파트
106,동춘동,2018,134.1225,231.132,1993,6,아파트
107,동춘동,2018,134.025,264.13,1993,4,아파트
108,동춘동,2018,99.9595,258.105,1993,1,아파트
109,동춘동,2018,99.9595,260.105,1993,2,아파트
110,동춘동,2018,99.09,257.342,1993,2,아파트
111,동춘동,2018,52.14,377.829,1994,5,아파트
112,동춘동,2018,52.14,354.814,1994,9,아파트
113,동춘동,2018,52.14,335.635,1994,3,아파트
114,동춘동,2018,52.14,326.045,1994,4,아파트
115,동춘동,2018,52.14,335.635,1994,2,아파트
116,동춘동,2018,52.14,325.086,1994,1,아파트
117,동춘동,2018,52.14,364.404,1994,8,아파트
118,동춘동,2018,52.14,393.172,1994,5,아파트
119,동춘동,2018,52.14,341.389,1994,11,아파트
120,동춘동,2018,52.14,341.389,1994,8,아파트
121,동춘동,2018,52.14,354.814,1994,3,아파트
122,동춘동,2018,52.14,345.224,1994,9,아파트
123,동춘동,2018,52.14,370.157,1994,9,아파트
124,동춘동,2018,52.14,349.06,1994,6,아파트
125,동춘동,2018,52.14,358.65,1994,14,아파트
126,동춘동,2018,52.14,326.045,1994,4,아파트
127,동춘동,2018,52.14,342.348,1994,14,아파트
128,동춘동,2018,52.14,354.814,1994,8,아파트
129,동춘동,2018,52.14,354.814,1994,10,아파트
130,동춘동,2018,52.14,352.896,1994,11,아파트
131,동춘동,2018,52.14,345.224,1994,7,아파트
132,동춘동,2018,52.14,297.277,1994,2,아파트
133,동춘동,2018,52.14,352.896,1994,12,아파트
134,동춘동,2018,52.14,364.404,1994,10,아파트
135,동춘동,2018,52.14,358.65,1994,11,아파트
136,동춘동,2018,52.14,345.224,1994,2,아파트
137,동춘동,2018,52.14,363.445,1994,3,아파트
138,동춘동,2018,52.14,316.456,1994,2,아파트
139,동춘동,2018,52.14,341.389,1994,5,아파트
140,동춘동,2018,52.14,345.224,1994,9,아파트
141,동춘동,2018,52.14,372.075,1994,15,아파트
142,동춘동,2018,52.14,354.814,1994,8,아파트
143,동춘동,2018,52.14,341.389,1994,12,아파트
144,동춘동,2018,52.14,341.389,1994,13,아파트
145,동춘동,2018,52.14,341.389,1994,6,아파트
146,동춘동,2018,52.14,365.938,1994,12,아파트
147,동춘동,2018,52.14,343.306,1994,13,아파트
148,동춘동,2018,52.14,334.676,1994,13,아파트
149,동춘동,2018,52.14,365.362,1994,13,아파트
150,동춘동,2018,52.14,326.045,1994,3,아파트
151,동춘동,2018,52.14,337.553,1994,5,아파트
152,동춘동,2018,52.14,354.814,1994,14,아파트
153,동춘동,2018,52.14,338.512,1994,10,아파트
154,동춘동,2018,52.14,345.224,1994,5,아파트
155,동춘동,2018,52.14,341.389,1994,15,아파트
156,동춘동,2018,52.14,357.691,1994,8,아파트
157,동춘동,2018,52.14,347.142,1994,4,아파트
158,동춘동,2018,52.14,347.142,1994,7,아파트
159,동춘동,2018,52.14,361.527,1994,10,아파트
160,동춘동,2018,52.14,342.348,1994,12,아파트
161,동춘동,2018,52.14,342.348,1994,9,아파트
162,동춘동,2018,52.14,356.732,1994,14,아파트
163,동춘동,2018,52.14,326.045,1994,10,아파트
164,동춘동,2018,52.14,364.404,1994,10,아파트
165,동춘동,2018,52.14,326.045,1994,8,아파트
166,동춘동,2018,52.14,339.471,1994,12,아파트
167,동춘동,2018,52.14,356.732,1994,14,아파트
168,동춘동,2018,52.14,359.033,1994,6,아파트
169,동춘동,2018,52.14,345.224,1994,12,아파트
170,동춘동,2018,52.14,326.045,1994,4,아파트
171,동춘동,2018,52.14,360.568,1994,11,아파트
172,동춘동,2018,52.14,345.224,1994,7,아파트
173,동춘동,2018,52.14,342.348,1994,5,아파트
174,동춘동,2018,52.14,331.799,1994,9,아파트
175,동춘동,2018,52.14,339.471,1994,12,아파트
176,동춘동,2018,52.14,316.456,1994,1,아파트
177,동춘동,2018,52.14,314.538,1994,4,아파트
178,동춘동,2018,52.14,285.769,1994,1,아파트
179,동춘동,2018,52.14,306.866,1994,4,아파트
180,동춘동,2018,52.14,289.605,1994,1,아파트
181,동춘동,2018,52.14,318.374,1994,9,아파트
182,동춘동,2018,52.14,345.224,1994,13,아파트
183,동춘동,2018,52.14,324.127,1994,8,아파트
184,동춘동,2018,52.14,306.866,1994,13,아파트
185,동춘동,2018,52.14,306.866,1994,4,아파트
186,동춘동,2018,101.97,282.436,1993,5,아파트
187,동춘동,2018,101.97,327.547,1993,11,아파트
188,동춘동,2018,101.97,294.204,1993,12,아파트
189,동춘동,2018,101.97,288.32,1993,1,아파트
190,동춘동,2018,101.97,291.262,1993,11,아파트
191,동춘동,2018,134.63,280.77,1993,11,아파트
192,동춘동,2018,101.97,306.953,1993,8,아파트
193,동춘동,2018,101.97,274.591,1993,4,아파트
194,동춘동,2018,101.97,284.397,1993,8,아파트
195,동춘동,2018,59.36,379.043,1994,3,아파트
196,동춘동,2018,59.36,368.935,1994,4,아파트
197,동춘동,2018,59.36,375.674,1994,2,아파트
198,동춘동,2018,59.3,337.268,1994,1,아파트
199,동춘동,2018,59.36,347.035,1994,1,아파트
200,동춘동,2018,59.36,336.927,1994,1,아파트
201,동춘동,2018,59.36,367.251,1994,4,아파트
202,동춘동,2018,59.3,350.759,1994,4,아파트
203,동춘동,2018,59.36,362.197,1994,4,아파트
204,동춘동,2018,59.36,336.927,1994,1,아파트
205,동춘동,2018,59.3,379.427,1994,2,아파트
206,동춘동,2018,59.3,349.073,1994,1,아파트
207,동춘동,2018,59.36,355.458,1994,3,아파트
208,동춘동,2018,59.3,359.191,1994,2,아파트
209,동춘동,2018,59.36,421.159,1994,3,아파트
210,동춘동,2018,59.3,380.27,1994,2,아파트
211,동춘동,2018,59.3,376.054,1994,2,아파트
212,동춘동,2018,59.36,353.774,1994,2,아파트
213,동춘동,2018,59.36,320.081,1994,5,아파트
214,동춘동,2018,59.36,341.981,1994,2,아파트
215,동춘동,2018,59.36,379.043,1994,2,아파트
216,동춘동,2018,59.3,344.013,1994,4,아파트
217,동춘동,2018,59.36,286.388,1994,5,아파트
218,동춘동,2018,59.3,376.054,1994,4,아파트
219,동춘동,2018,59.36,341.981,1994,3,아파트
220,동춘동,2018,59.36,347.035,1994,3,아파트
221,동춘동,2018,59.36,340.296,1994,1,아파트
222,동춘동,2018,59.3,357.504,1994,1,아파트
223,동춘동,2018,59.3,330.523,1994,1,아파트
224,동춘동,2018,59.36,348.72,1994,2,아파트
225,동춘동,2018,59.3,337.268,1994,1,아파트
226,동춘동,2018,59.36,326.819,1994,1,아파트
227,동춘동,2018,59.36,320.081,1994,1,아파트
228,동춘동,2018,59.3,311.973,1994,5,아파트
229,동춘동,2018,59.36,341.981,1994,2,아파트
230,동춘동,2018,59.36,343.666,1994,5,아파트
231,동춘동,2018,59.36,358.827,1994,2,아파트
232,동춘동,2018,59.3,306.914,1994,5,아파트
233,동춘동,2018,95.76,308.062,1993,2,아파트
234,동춘동,2018,119.4,293.132,1993,4,아파트
235,동춘동,2018,95.76,285.088,1993,2,아파트
236,동춘동,2018,119.4,269.682,1993,15,아파트
237,동춘동,2018,119.4,309.045,1993,11,아파트
238,동춘동,2018,95.76,280.911,1993,3,아파트
239,동춘동,2018,95.76,292.398,1993,11,아파트
240,동춘동,2018,95.76,297.619,1993,8,아파트
241,동춘동,2018,95.76,313.283,1993,12,아파트
242,동춘동,2018,95.76,281.955,1993,5,아파트
243,동춘동,2018,95.76,313.283,1993,13,아파트
244,동춘동,2018,95.76,302.84,1993,10,아파트
245,동춘동,2018,95.76,287.176,1993,15,아파트
246,동춘동,2018,95.76,303.885,1993,13,아파트
247,동춘동,2018,119.4,280.57,1993,13,아파트
248,동춘동,2018,95.76,299.708,1993,9,아파트
249,동춘동,2018,95.76,297.619,1993,7,아파트
250,동춘동,2018,95.76,312.239,1993,4,아파트
251,동춘동,2018,95.76,279.866,1993,15,아파트
252,동춘동,2018,95.76,302.84,1993,14,아파트
253,동춘동,2018,95.76,312.239,1993,12,아파트
254,동춘동,2018,95.76,323.726,1993,6,아파트
255,동춘동,2018,95.76,308.584,1993,8,아파트
256,동춘동,2018,95.76,274.645,1993,4,아파트
257,동춘동,2018,99.91,270.243,1993,3,아파트
258,동춘동,2018,134.74,228.588,1993,1,아파트
259,동춘동,2018,134.74,241.205,1993,4,아파트
260,동춘동,2018,99.91,251.526,1993,2,아파트
261,동춘동,2018,134.74,250.482,1993,2,아파트
262,동춘동,2018,134.74,222.651,1993,5,아파트
263,동춘동,2018,134.74,222.651,1993,4,아파트
264,동춘동,2018,134.74,237.494,1993,4,아파트
265,동춘동,2018,99.91,279.251,1993,3,아파트
266,동춘동,2018,134.74,222.651,1993,1,아파트
267,동춘동,2018,134.74,243.432,1993,3,아파트
268,동춘동,2018,134.74,226.362,1993,1,아파트
269,동춘동,2018,99.91,283.255,1993,2,아파트
270,동춘동,2018,59.76,418.34,1995,5,아파트
271,동춘동,2018,59.76,409.973,1995,4,아파트
272,동춘동,2018,59.76,409.973,1995,2,아파트
273,동춘동,2018,84.965,347.202,1995,8,아파트
274,동춘동,2018,84.965,338.375,1995,9,아파트
275,동춘동,2018,59.76,384.873,1995,1,아파트
276,동춘동,2018,84.965,294.239,1995,2,아파트
277,동춘동,2018,59.76,418.34,1995,8,아파트
278,동춘동,2018,59.76,435.074,1995,11,아파트
279,동춘동,2018,59.76,425.033,1995,5,아파트
280,동춘동,2018,84.965,329.547,1995,4,아파트
281,동춘동,2018,59.76,431.727,1995,11,아파트
282,동춘동,2018,84.965,329.547,1995,4,아파트
283,동춘동,2018,59.76,406.627,1995,4,아파트
284,동춘동,2018,59.76,438.42,1995,10,아파트
285,동춘동,2018,84.965,311.893,1995,2,아파트
286,동춘동,2018,84.965,341.317,1995,9,아파트
287,동춘동,2018,84.965,341.317,1995,4,아파트
288,동춘동,2018,84.965,347.202,1995,6,아파트
289,동춘동,2018,59.76,455.154,1995,9,아파트
290,동춘동,2018,59.76,401.606,1995,6,아파트
291,동춘동,2018,59.76,384.873,1995,2,아파트
292,동춘동,2018,84.965,320.72,1995,4,아파트
293,동춘동,2018,59.76,409.973,1995,2,아파트
294,동춘동,2018,84.965,356.617,1995,9,아파트
295,동춘동,2018,84.965,329.547,1995,5,아파트
296,동춘동,2018,84.965,329.547,1995,9,아파트
297,동춘동,2018,59.76,418.34,1995,11,아파트
298,동춘동,2018,59.76,388.22,1995,1,아파트
299,동춘동,2018,59.76,388.22,1995,7,아파트
300,동춘동,2018,84.78,253.598,1994,5,아파트
301,동춘동,2018,84.78,274.829,1994,1,아파트
302,동춘동,2018,84.78,281.906,1994,3,아파트
303,동춘동,2018,84.78,265.393,1994,4,아파트
304,동춘동,2018,84.78,294.881,1994,2,아파트
305,동춘동,2018,84.78,283.086,1994,3,아파트
306,동춘동,2018,84.78,259.495,1994,6,아파트
307,동춘동,2018,84.78,280.727,1994,1,아파트
308,동춘동,2018,90.18,352.628,1994,9,아파트
309,동춘동,2018,90.18,320.47,1994,13,아파트
310,동춘동,2018,90.18,334.886,1994,16,아파트
311,동춘동,2018,90.18,338.212,1994,2,아파트
312,동춘동,2018,90.18,335.44,1994,3,아파트
313,동춘동,2018,90.18,313.817,1994,1,아파트
314,동춘동,2018,90.18,373.697,1994,7,아파트
315,동춘동,2018,102.0,245.098,1994,3,아파트
316,동춘동,2018,102.0,323.529,1994,4,아파트
317,동춘동,2018,102.0,343.137,1994,3,아파트
318,동춘동,2018,120.72,318.92,1994,8,아파트
319,동춘동,2018,90.18,370.37,1994,13,아파트
320,동춘동,2018,90.18,349.301,1994,19,아파트
321,동춘동,2018,90.18,324.906,1994,2,아파트
322,동춘동,2018,90.18,368.153,1994,17,아파트
323,동춘동,2018,90.18,349.301,1994,15,아파트
324,동춘동,2018,102.0,325.98,1994,14,아파트
325,동춘동,2018,90.18,359.281,1994,19,아파트
326,동춘동,2018,90.18,335.44,1994,11,아파트
327,동춘동,2018,102.0,264.706,1994,16,아파트
328,동춘동,2018,120.72,317.263,1994,4,아파트
329,동춘동,2018,102.0,310.784,1994,2,아파트
330,동춘동,2018,102.0,336.765,1994,18,아파트
331,동춘동,2018,102.0,330.392,1994,5,아파트
332,동춘동,2018,90.18,354.846,1994,9,아파트
333,동춘동,2018,102.0,308.824,1994,14,아파트
334,동춘동,2018,90.18,330.45,1994,10,아파트
335,동춘동,2018,90.18,327.124,1994,8,아파트
336,동춘동,2018,90.18,357.064,1994,6,아파트
337,동춘동,2018,90.18,329.341,1994,5,아파트
338,동춘동,2018,102.0,331.373,1994,6,아파트
339,동춘동,2018,120.72,316.435,1994,7,아파트
340,동춘동,2018,90.18,360.39,1994,11,아파트
341,동춘동,2018,90.18,337.104,1994,16,아파트
342,동춘동,2018,90.18,371.479,1994,9,아파트
343,동춘동,2018,90.18,345.975,1994,7,아파트
344,동춘동,2018,120.72,327.203,1994,11,아파트
345,동춘동,2018,90.18,349.301,1994,16,아파트
346,동춘동,2018,90.18,338.212,1994,4,아파트
347,동춘동,2018,90.18,343.757,1994,11,아파트
348,동춘동,2018,102.0,350.98,1994,12,아파트
349,동춘동,2018,90.18,353.737,1994,18,아파트
350,동춘동,2018,90.18,332.668,1994,11,아파트
351,동춘동,2018,90.18,369.261,1994,11,아파트
352,동춘동,2018,120.72,306.494,1994,13,아파트
353,동춘동,2018,90.18,310.49,1994,1,아파트
354,동춘동,2018,102.0,299.02,1994,6,아파트
355,동춘동,2018,90.18,321.579,1994,4,아파트
356,동춘동,2018,90.18,371.479,1994,5,아파트
357,동춘동,2018,90.18,352.074,1994,16,아파트
358,동춘동,2018,90.18,338.212,1994,4,아파트
359,동춘동,2018,90.18,374.806,1994,16,아파트
360,동춘동,2018,90.18,354.846,1994,14,아파트
361,동춘동,2018,102.0,351.961,1994,9,아파트
362,동춘동,2018,102.0,343.137,1994,5,아파트
363,동춘동,2018,102.0,340.196,1994,6,아파트
364,동춘동,2018,102.0,325.49,1994,17,아파트
365,동춘동,2018,120.72,313.95,1994,16,아파트
366,동춘동,2018,90.18,351.519,1994,12,아파트
367,동춘동,2018,120.72,321.405,1994,14,아파트
368,동춘동,2018,90.18,349.301,1994,6,아파트
369,동춘동,2018,90.18,312.708,1994,1,아파트
370,동춘동,2018,102.0,299.02,1994,4,아파트
371,동춘동,2018,120.72,306.494,1994,14,아파트
372,동춘동,2018,102.0,328.431,1994,13,아파트
373,동춘동,2018,90.18,324.906,1994,19,아파트
374,동춘동,2018,120.72,335.487,1994,14,아파트
375,동춘동,2018,90.18,352.628,1994,7,아파트
376,동춘동,2018,120.72,256.793,1994,1,아파트
377,동춘동,2018,90.18,354.291,1994,18,아파트
378,동춘동,2018,102.0,321.569,1994,17,아파트
379,동춘동,2018,90.18,347.084,1994,16,아파트
380,동춘동,2018,90.18,365.935,1994,16,아파트
381,동춘동,2018,120.72,298.211,1994,1,아파트
382,동춘동,2018,90.18,365.935,1994,11,아파트
383,동춘동,2018,90.18,359.281,1994,9,아파트
384,동춘동,2018,90.18,327.124,1994,6,아파트
385,동춘동,2018,120.72,285.785,1994,2,아파트
386,동춘동,2018,120.72,323.062,1994,14,아파트
387,동춘동,2018,90.18,343.757,1994,17,아파트
388,동춘동,2018,120.72,329.689,1994,12,아파트
389,동춘동,2018,102.0,340.196,1994,9,아파트
390,동춘동,2018,90.18,344.866,1994,15,아파트
391,동춘동,2018,90.18,343.757,1994,11,아파트
392,동춘동,2018,102.0,330.392,1994,15,아파트
393,동춘동,2018,120.72,328.032,1994,11,아파트
394,동춘동,2018,90.18,338.212,1994,10,아파트
395,동춘동,2018,90.18,335.995,1994,10,아파트
396,동춘동,2018,102.0,343.137,1994,12,아파트
397,동춘동,2018,102.0,342.157,1994,12,아파트
398,동춘동,2018,90.18,338.212,1994,6,아파트
399,동춘동,2018,90.18,364.826,1994,17,아파트
400,동춘동,2018,90.18,349.301,1994,7,아파트
401,동춘동,2018,102.0,330.392,1994,11,아파트
402,동춘동,2018,90.18,321.579,1994,9,아파트
403,동춘동,2018,90.18,332.668,1994,13,아파트
404,동춘동,2018,84.98,453.048,2017,17,아파트
405,동춘동,2018,70.77,467.5,2017,5,아파트
406,동춘동,2018,84.98,453.048,2017,19,아파트
407,동춘동,2018,84.98,446.576,2017,20,아파트
408,동춘동,2018,84.98,447.164,2017,7,아파트
409,동춘동,2018,70.77,473.364,2017,7,아파트
410,동춘동,2018,70.77,452.169,2017,4,아파트
411,동춘동,2018,70.77,484.669,2017,4,아파트
412,동춘동,2018,70.75,463.604,2017,14,아파트
413,동춘동,2018,84.95,450.853,2017,22,아파트
414,동춘동,2018,84.98,470.699,2017,8,아파트
415,동춘동,2018,84.98,485.408,2017,8,아파트
416,동춘동,2018,84.98,488.35,2017,9,아파트
417,동춘동,2018,84.98,501.883,2017,19,아파트
418,동춘동,2018,84.42,388.534,2017,1,아파트
419,동춘동,2018,70.77,512.929,2017,17,아파트
420,동춘동,2018,84.98,440.104,2017,3,아파트
421,동춘동,2018,84.95,464.979,2017,10,아파트
422,동춘동,2018,70.75,476.325,2017,10,아파트
423,동춘동,2018,84.98,464.815,2017,7,아파트
424,동춘동,2018,70.77,479.017,2017,3,아파트
425,동춘동,2018,101.97,294.204,1993,3,아파트
426,동춘동,2018,101.97,294.204,1993,7,아파트
427,동춘동,2018,134.63,252.544,1993,7,아파트
428,동춘동,2018,134.63,271.113,1993,10,아파트
429,동춘동,2018,101.97,289.301,1993,2,아파트
430,동춘동,2018,101.97,311.856,1993,4,아파트
431,동춘동,2018,134.63,271.113,1993,16,아파트
432,동춘동,2018,101.97,290.281,1993,9,아파트
433,동춘동,2018,134.63,242.517,1993,2,아파트
434,동춘동,2018,101.97,291.262,1993,8,아파트
435,동춘동,2018,101.97,306.463,1993,6,아파트
436,동춘동,2018,101.97,299.108,1993,8,아파트
437,동춘동,2018,94.77,330.273,1993,5,아파트
438,동춘동,2018,101.97,321.663,1993,7,아파트
439,동춘동,2018,101.97,304.011,1993,5,아파트
440,동춘동,2018,101.97,289.301,1993,4,아파트
441,동춘동,2018,95.55,298.273,1993,14,아파트
442,동춘동,2018,95.55,297.227,1993,7,아파트
443,동춘동,2018,95.55,219.78,1993,12,아파트
444,동춘동,2018,95.55,308.739,1993,12,아파트
445,동춘동,2018,95.55,323.391,1993,6,아파트
446,동춘동,2018,95.55,327.054,1993,7,아파트
447,동춘동,2018,95.55,318.158,1993,9,아파트
448,동춘동,2018,95.55,312.925,1993,13,아파트
449,동춘동,2018,95.55,309.785,1993,14,아파트
450,동춘동,2018,95.55,298.273,1993,3,아파트
451,동춘동,2018,95.55,303.506,1993,15,아파트
452,동춘동,2018,95.55,278.388,1993,15,아파트
453,동춘동,2018,95.55,268.969,1993,1,아파트
454,동춘동,2018,95.55,308.739,1993,9,아파트
455,동춘동,2018,95.55,296.18,1993,10,아파트
456,동춘동,2018,95.55,272.109,1993,1,아파트
457,동춘동,2018,95.55,296.18,1993,3,아파트
458,동춘동,2018,119.4,252.931,1993,6,아파트
459,동춘동,2018,95.55,298.273,1993,11,아파트
460,동춘동,2018,95.55,298.273,1993,10,아파트
461,동춘동,2018,119.4,284.757,1993,9,아파트
462,동춘동,2018,95.55,297.227,1993,8,아파트
463,동춘동,2018,95.55,299.32,1993,12,아파트
464,동춘동,2018,95.55,296.18,1993,4,아파트
465,동춘동,2018,95.55,277.342,1993,4,아파트
466,동춘동,2018,95.55,291.994,1993,6,아파트
467,동춘동,2018,95.55,261.643,1993,7,아파트
468,동춘동,2018,95.55,306.646,1993,14,아파트
469,동춘동,2018,95.55,272.109,1993,3,아파트
470,동춘동,2018,97.68,261.057,1997,1,아파트
471,동춘동,2018,97.68,261.057,1997,1,아파트
472,동춘동,2018,97.68,240.581,1997,5,아파트
473,동춘동,2018,101.55,246.184,1997,4,아파트
474,동춘동,2018,97.68,225.225,1997,4,아파트
475,동춘동,2018,109.1,233.731,1992,5,아파트
476,동춘동,2018,92.93,264.715,1992,3,아파트
477,동춘동,2018,92.93,252.879,1992,6,아파트
478,동춘동,2018,109.1,231.897,1992,1,아파트
479,동춘동,2018,92.93,256.107,1992,5,아파트
480,동춘동,2018,109.1,247.479,1992,2,아파트
481,동춘동,2018,92.93,250.726,1992,4,아파트
482,동춘동,2018,109.1,242.896,1992,4,아파트
483,동춘동,2018,109.1,236.48,1992,4,아파트
484,동춘동,2018,92.93,252.879,1992,5,아파트
485,동춘동,2018,92.93,263.639,1992,6,아파트
486,동춘동,2018,92.93,239.966,1992,1,아파트
487,동춘동,2018,109.1,254.812,1992,1,아파트
488,동춘동,2018,59.885,292.227,1995,3,아파트
489,동춘동,2018,59.885,325.624,1995,6,아파트
490,동춘동,2018,84.975,267.137,1995,11,아파트
491,동춘동,2018,72.135,284.189,1995,9,아파트
492,동춘동,2018,59.885,308.925,1995,5,아파트
493,동춘동,2018,59.885,333.973,1995,11,아파트
494,동춘동,2018,59.885,323.954,1995,8,아파트
495,동춘동,2018,59.885,325.624,1995,10,아파트
496,동춘동,2018,59.885,317.275,1995,3,아파트
497,동춘동,2018,59.885,308.925,1995,9,아파트
498,동춘동,2018,84.975,250.074,1995,8,아파트
499,동춘동,2018,84.975,264.784,1995,11,아파트
500,동춘동,2018,59.885,308.925,1995,15,아파트
501,동춘동,2018,59.885,270.518,1995,1,아파트
502,동춘동,2018,45.36,407.848,1993,1,아파트
503,동춘동,2018,84.22,356.21,1993,6,아파트
504,동춘동,2018,45.36,473.986,1993,7,아파트
505,동춘동,2018,84.22,360.959,1993,7,아파트
506,동춘동,2018,84.22,362.147,1993,8,아파트
507,동춘동,2018,45.36,460.758,1993,5,아파트
508,동춘동,2018,84.22,355.023,1993,4,아파트
509,동춘동,2018,84.22,344.336,1993,6,아파트
510,동춘동,2018,45.36,473.986,1993,9,아파트
511,동춘동,2018,84.22,356.21,1993,10,아파트
512,동춘동,2018,45.36,445.326,1993,5,아파트
513,동춘동,2018,45.36,465.168,1993,8,아파트
514,동춘동,2018,45.36,418.871,1993,4,아파트
515,동춘동,2018,45.36,473.986,1993,4,아파트
