,end_nm,base_date,deposit_per_area,exclusive_area,cnstr_year,floor,type
10088,송도동,2019,347.1768636630572,84.9711,2012,37.0,아파트
10089,송도동,2019,353.44598049449445,84.8786,2012,21.0,아파트
10090,송도동,2019,170.25265493993084,99.8516,2012,12.0,아파트
10091,송도동,2019,353.44598049449445,84.8786,2012,18.0,아파트
10092,송도동,2019,353.44598049449445,84.8786,2012,18.0,아파트
10093,송도동,2019,553.4373167474843,84.9238,2015,15.0,아파트
10094,송도동,2019,494.2100934174746,84.9841,2015,8.0,아파트
10095,송도동,2019,412.13417204599887,84.9238,2015,24.0,아파트
10096,송도동,2019,412.13417204599887,84.9238,2015,27.0,아파트
10097,송도동,2019,482.78574439674156,84.9238,2015,37.0,아파트
10098,송도동,2019,317.932075578342,84.9238,2015,5.0,아파트
10099,송도동,2019,412.9784316170053,64.168,2018,19.0,아파트
10100,송도동,2019,433.0559478758114,101.6035,2018,43.0,아파트
10101,송도동,2019,433.0559478758114,101.6035,2018,43.0,아파트
10102,송도동,2019,390.689282445857,84.4661,2018,20.0,아파트
10103,송도동,2019,390.689282445857,84.4661,2018,20.0,아파트
10104,송도동,2019,271.58643940812885,106.78,2015,10.0,아파트
10105,송도동,2019,388.32666509767,84.98,2015,15.0,아파트
10106,송도동,2019,355.87188612099646,106.78,2015,19.0,아파트
10107,송도동,2019,317.72181689809366,84.98,2015,19.0,아파트
10108,송도동,2019,354.95817409515246,84.517,2016,19.0,아파트
10109,송도동,2019,346.1788775496074,72.217,2016,32.0,아파트
10110,송도동,2019,415.4146530595289,72.217,2016,30.0,아파트
10111,송도동,2019,354.95817409515246,84.517,2016,12.0,아파트
10112,송도동,2019,378.62205236816266,84.517,2016,17.0,아파트
10113,송도동,2019,414.11786977767787,84.517,2016,7.0,아파트
10114,송도동,2019,346.1788775496074,72.217,2016,25.0,아파트
10115,송도동,2019,451.05999097880016,59.859,2016,5.0,아파트
10116,송도동,2019,450.1650605221915,59.978,2016,12.0,아파트
10117,송도동,2019,450.44293555329403,59.941,2016,35.0,아파트
10118,송도동,2019,401.36741726987117,72.253,2016,38.0,아파트
10119,송도동,2019,455.4478570594418,59.941,2016,30.0,아파트
10120,송도동,2019,353.06578792515006,84.97,2008,4.0,아파트
10121,송도동,2019,352.97578193940586,101.99,2008,8.0,아파트
10122,송도동,2019,341.29692832764505,84.97,2007,12.0,아파트
10123,송도동,2019,343.1708991077557,101.99,2007,3.0,아파트
10124,송도동,2019,267.3975533123872,149.59,2007,10.0,아파트
10125,송도동,2019,372.5855476027062,101.99,2007,10.0,아파트
10126,송도동,2019,364.4243080862799,101.53,2010,21.0,아파트
10127,송도동,2019,314.5706445351717,149.41,2010,7.0,아파트
10128,송도동,2019,294.5681630729351,84.87,2010,8.0,아파트
10129,송도동,2019,301.1846596613346,149.41,2010,4.0,아파트
10130,송도동,2019,265.11134676564154,84.87,2010,10.0,아파트
10131,송도동,2019,365.3960102705905,101.26,2010,9.0,아파트
10132,송도동,2019,294.5681630729351,84.87,2010,4.0,아파트
10133,송도동,2019,310.1911905701878,177.31,2010,10.0,아파트
10134,송도동,2019,296.3684282947172,94.477,2011,18.0,아파트
10135,송도동,2019,402.21429554283054,94.477,2011,16.0,아파트
10136,송도동,2019,363.36231259925177,148.612,2011,8.0,아파트
10137,송도동,2019,316.25979059564503,148.612,2011,14.0,아파트
10138,송도동,2019,385.20801232665644,116.82,2011,12.0,아파트
10139,송도동,2019,428.0089025851738,116.82,2011,17.0,아파트
10140,송도동,2019,407.0172533923853,144.957,2011,24.0,아파트
10141,송도동,2019,272.3721124115235,84.4433,2013,14.0,아파트
10142,송도동,2019,248.61162247496424,84.4691,2013,9.0,아파트
10143,송도동,2019,272.3721124115235,84.4433,2013,3.0,아파트
10144,송도동,2019,275.7345487279716,123.307,2013,3.0,아파트
10145,송도동,2019,278.42810157057147,84.4024,2013,15.0,아파트
10146,송도동,2019,260.4120428732918,84.4815,2013,8.0,아파트
10147,송도동,2019,248.61162247496424,84.4691,2013,4.0,아파트
10148,송도동,2019,223.9810207442262,111.6166,2013,3.0,아파트
10149,송도동,2019,296.2001080537994,84.4024,2013,15.0,아파트
10150,송도동,2019,272.3721124115235,84.4433,2013,3.0,아파트
10151,송도동,2019,272.24895391298685,84.4815,2013,18.0,아파트
10152,송도동,2019,272.28891985353226,84.4691,2013,9.0,아파트
10153,송도동,2019,272.24895391298685,84.4815,2013,5.0,아파트
10154,송도동,2019,272.3721124115235,84.4433,2013,31.0,아파트
10155,송도동,2019,272.28891985353226,84.4691,2013,18.0,아파트
10156,송도동,2019,272.28891985353226,84.4691,2013,18.0,아파트
10157,송도동,2019,277.4694783573807,129.744,2012,18.0,아파트
10158,송도동,2019,277.4694783573807,129.744,2012,18.0,아파트
10159,송도동,2019,253.12061558933712,138.274,2010,15.0,아파트
10160,송도동,2019,225.377507324769,137.547,2010,17.0,아파트
10161,송도동,2019,442.0015401298109,101.8096,2011,11.0,아파트
10162,송도동,2019,383.13912764132675,101.7907,2011,9.0,아파트
10163,송도동,2019,353.9856423423466,127.1238,2011,18.0,아파트
10164,송도동,2019,259.68905776547007,84.7167,2005,4.0,아파트
10165,송도동,2019,247.88500968522143,84.7167,2005,2.0,아파트
10166,송도동,2019,236.0809616049728,84.7167,2005,13.0,아파트
10167,송도동,2019,236.0809616049728,84.7167,2005,13.0,아파트
10168,송도동,2019,236.0809616049728,84.7167,2005,13.0,아파트
10169,송도동,2019,295.101202006216,84.7167,2005,5.0,아파트
10170,송도동,2019,342.31739432721054,84.7167,2005,8.0,아파트
10171,송도동,2019,271.49310584571873,84.7167,2005,14.0,아파트
10172,송도동,2019,271.49310584571873,84.7167,2005,6.0,아파트
10173,송도동,2019,264.8928655521545,84.94,2005,11.0,아파트
10174,송도동,2019,353.19048740287263,84.94,2005,20.0,아파트
10175,송도동,2019,259.00635742877324,84.94,2005,10.0,아파트
10176,송도동,2019,270.7793736755357,84.94,2005,9.0,아파트
10177,송도동,2019,294.3254061690605,84.94,2005,9.0,아파트
10178,송도동,2019,306.09842241582294,84.94,2005,15.0,아파트
10179,송도동,2019,282.5523899222981,84.94,2005,4.0,아파트
10180,송도동,2019,282.5523899222981,84.94,2005,20.0,아파트
10181,송도동,2019,270.7793736755357,84.94,2005,13.0,아파트
10182,송도동,2019,259.00635742877324,84.94,2005,6.0,아파트
10183,송도동,2019,294.3254061690605,84.94,2005,17.0,아파트
10184,송도동,2019,253.11984930539205,84.94,2005,15.0,아파트
10185,송도동,2019,300.21191429244175,84.94,2005,20.0,아파트
10186,송도동,2019,259.00635742877324,84.94,2005,17.0,아파트
10187,송도동,2019,294.3254061690605,84.94,2005,2.0,아파트
10188,송도동,2019,294.3254061690605,84.94,2005,15.0,아파트
10189,송도동,2019,294.3254061690605,84.94,2005,15.0,아파트
10190,송도동,2019,282.5523899222981,84.94,2005,13.0,아파트
10191,송도동,2019,294.3254061690605,84.94,2005,10.0,아파트
10192,송도동,2019,294.3254061690605,84.94,2005,10.0,아파트
10193,송도동,2019,282.5523899222981,84.94,2005,14.0,아파트
10194,송도동,2019,282.5523899222981,84.94,2005,16.0,아파트
10195,송도동,2019,294.3254061690605,84.94,2005,11.0,아파트
10196,송도동,2019,317.8714386625854,84.94,2005,11.0,아파트
10197,송도동,2019,270.7793736755357,84.94,2005,4.0,아파트
10198,송도동,2019,236.08319099484274,84.7159,2005,10.0,아파트
10199,송도동,2019,236.08319099484274,84.7159,2005,3.0,아파트
10200,송도동,2019,283.2998291938113,84.7159,2005,3.0,아파트
10201,송도동,2019,259.69151009432704,84.7159,2005,9.0,아파트
10202,송도동,2019,224.2790314451006,84.7159,2005,14.0,아파트
10203,송도동,2019,218.25851150758427,130.5791,2005,8.0,아파트
10204,송도동,2019,268.5212534572111,156.4122,2005,5.0,아파트
10205,송도동,2019,317.80633588127694,84.9574,2006,3.0,아파트
10206,송도동,2019,284.1118946285805,123.1909,2006,8.0,아파트
10207,송도동,2019,343.63620119015945,101.8519,2006,13.0,아파트
10208,송도동,2019,421.8027851035325,49.7863,2017,5.0,아파트
10209,송도동,2019,331.3825160217529,84.4945,2005,10.0,아파트
10210,송도동,2019,246.25776151694782,142.1275,2011,8.0,아파트
10211,송도동,2019,197.00620921355826,142.1275,2011,9.0,아파트
10212,송도동,2019,219.27926368331458,173.295,2011,2.0,아파트
10213,송도동,2019,388.33671853119284,84.9778,2012,11.0,아파트
10214,송도동,2019,351.1649017703979,113.9066,2012,17.0,아파트
10215,송도동,2019,351.1649017703979,113.9066,2012,17.0,아파트
10216,송도동,2019,306.4205716629327,84.8507,2012,6.0,아파트
10217,송도동,2019,353.0333804829026,84.9778,2012,13.0,아파트
10218,송도동,2019,235.37719195010004,84.97,2019,32.0,아파트
10219,송도동,2019,235.37719195010004,84.97,2019,22.0,아파트
10220,송도동,2019,235.37719195010004,84.97,2019,22.0,아파트
10221,송도동,2019,276.7310409797456,84.92,2019,15.0,아파트
10222,송도동,2019,211.96420160150728,84.92,2019,13.0,아파트
10223,송도동,2019,229.49276215134753,84.97,2019,21.0,아파트
10224,송도동,2019,211.93924408336275,84.93,2019,22.0,아파트
10225,송도동,2019,235.51577955723033,84.92,2019,19.0,아파트
10226,송도동,2019,259.0673575129534,84.92,2019,18.0,아파트
10227,송도동,2019,291.1938949693744,99.59,2019,30.0,아파트
10228,송도동,2019,223.60833235259503,84.97,2019,12.0,아파트
10229,송도동,2019,211.96420160150728,84.92,2019,10.0,아파트
10230,송도동,2019,235.51577955723033,84.92,2019,3.0,아파트
10231,송도동,2019,223.60833235259503,84.97,2019,16.0,아파트
10232,송도동,2019,271.11155738527964,99.59,2019,1.0,아파트
10233,송도동,2019,210.86454463299526,99.59,2019,5.0,아파트
10234,송도동,2019,270.8431464908149,84.92,2019,11.0,아파트
10235,송도동,2019,210.86454463299526,99.59,2019,5.0,아파트
10236,송도동,2019,223.73999057936882,84.92,2019,9.0,아파트
10237,송도동,2019,235.48804898151417,84.93,2019,20.0,아파트
10238,송도동,2019,235.48804898151417,84.93,2019,27.0,아파트
10239,송도동,2019,235.51577955723033,84.92,2019,9.0,아파트
10240,송도동,2019,259.0673575129534,84.92,2019,25.0,아파트
10241,송도동,2019,235.51577955723033,84.92,2019,4.0,아파트
10242,송도동,2019,251.02921980118484,99.59,2019,16.0,아파트
10243,송도동,2019,200.16484163428706,84.93,2019,2.0,아파트
10244,송도동,2019,294.3947244465379,84.92,2019,21.0,아파트
10245,송도동,2019,223.71364653243847,84.93,2019,15.0,아파트
10246,송도동,2019,294.3947244465379,84.92,2019,21.0,아파트
10247,송도동,2019,223.60833235259503,84.97,2019,30.0,아파트
10248,송도동,2019,281.15272617732705,99.59,2019,24.0,아파트
10249,송도동,2019,230.94688221709006,99.59,2019,19.0,아파트
10250,송도동,2019,223.60833235259503,84.97,2019,10.0,아파트
10251,송도동,2019,235.37719195010004,84.97,2019,18.0,아파트
10252,송도동,2019,235.51577955723033,84.92,2019,30.0,아파트
10253,송도동,2019,229.49276215134753,84.97,2019,16.0,아파트
10254,송도동,2019,223.71364653243847,84.93,2019,31.0,아파트
10255,송도동,2019,259.0673575129534,84.92,2019,20.0,아파트
10256,송도동,2019,240.98805100913745,99.59,2019,10.0,아파트
10257,송도동,2019,223.73999057936882,84.92,2019,19.0,아파트
10258,송도동,2019,223.73999057936882,84.92,2019,19.0,아파트
10259,송도동,2019,235.51577955723033,84.92,2019,6.0,아파트
10260,송도동,2019,247.29156853509184,84.92,2019,15.0,아파트
10261,송도동,2019,247.29156853509184,84.92,2019,15.0,아파트
10262,송도동,2019,235.37719195010004,84.97,2019,15.0,아파트
10263,송도동,2019,229.62788506829958,84.92,2019,33.0,아파트
10264,송도동,2019,223.60833235259503,84.97,2019,32.0,아파트
10265,송도동,2019,223.71364653243847,84.93,2019,16.0,아파트
10266,연수동,2019,264.90845941013714,84.935,1993,7.0,아파트
10267,연수동,2019,268.5078634445723,52.14,1993,16.0,아파트
10268,연수동,2019,224.06981543723097,84.795,1993,11.0,아파트
10269,연수동,2019,320.0921865497263,62.482,1993,6.0,아파트
10270,연수동,2019,259.44925997995165,84.795,1993,9.0,아파트
10271,연수동,2019,247.65611179904474,84.795,1993,8.0,아파트
10272,연수동,2019,217.5732217573222,59.75,1994,10.0,아파트
10273,연수동,2019,217.5732217573222,59.75,1994,10.0,아파트
10274,연수동,2019,301.9627579265224,39.74,1994,6.0,아파트
10275,연수동,2019,270.5314009661836,51.75,1997,6.0,아파트
10276,연수동,2019,231.8840579710145,51.75,1997,15.0,아파트
10277,연수동,2019,242.13075060532685,49.56,1993,7.0,아파트
10278,연수동,2019,242.13075060532685,49.56,1993,14.0,아파트
10279,연수동,2019,252.21953188054883,49.56,1993,9.0,아파트
10280,연수동,2019,292.57465698143665,49.56,1993,12.0,아파트
10281,연수동,2019,141.24293785310735,49.56,1993,10.0,아파트
10282,연수동,2019,221.95318805488296,49.56,1993,4.0,아파트
10283,연수동,2019,252.21953188054883,49.56,1993,2.0,아파트
10284,연수동,2019,282.4858757062147,49.56,1993,3.0,아파트
10285,연수동,2019,236.82652457075193,50.67,1992,5.0,아파트
10286,연수동,2019,279.6420581655481,26.82,1992,15.0,아파트
10287,연수동,2019,260.9992542878449,26.82,1992,15.0,아파트
10288,연수동,2019,246.6942964278666,50.67,1992,15.0,아파트
10289,연수동,2019,276.2976119992106,50.67,1992,7.0,아파트
10290,연수동,2019,279.6420581655481,26.82,1992,10.0,아파트
10291,연수동,2019,260.9992542878449,26.82,1992,2.0,아파트
10292,연수동,2019,260.9992542878449,26.82,1992,9.0,아파트
10293,연수동,2019,260.9992542878449,26.82,1992,9.0,아파트
10294,연수동,2019,242.3564504101417,26.82,1992,14.0,아파트
10295,연수동,2019,242.3564504101417,26.82,1992,14.0,아파트
10296,연수동,2019,242.13075060532688,41.3,1992,7.0,아파트
10297,연수동,2019,300.3604325190228,49.94,1992,3.0,아파트
10298,연수동,2019,282.3388065678815,49.94,1992,11.0,아파트
10299,연수동,2019,242.13075060532688,41.3,1992,8.0,아파트
10300,연수동,2019,180.2162595114137,49.94,1992,7.0,아파트
10301,연수동,2019,180.2162595114137,49.94,1992,7.0,아파트
10302,연수동,2019,266.3438256658596,41.3,1992,6.0,아파트
10303,연수동,2019,338.98305084745766,41.3,1992,14.0,아파트
10304,연수동,2019,290.55690072639226,41.3,1992,13.0,아파트
10305,연수동,2019,290.55690072639226,41.3,1992,6.0,아파트
10306,연수동,2019,212.26415094339623,84.8,1992,4.0,아파트
10307,연수동,2019,202.0610224287735,133.623,1994,4.0,아파트
10308,연수동,2019,254.97695400608023,101.97,1994,7.0,아파트
10309,연수동,2019,201.37606981037086,59.59,1994,18.0,아파트
10310,연수동,2019,296.2962962962963,40.5,1994,17.0,아파트
10311,연수동,2019,369.1894613190132,59.59,1994,18.0,아파트
10312,연수동,2019,345.679012345679,40.5,1994,6.0,아파트
10313,연수동,2019,345.679012345679,40.5,1994,7.0,아파트
10314,연수동,2019,385.9708004698775,59.59,1994,11.0,아파트
10315,연수동,2019,141.2180052956752,84.975,1992,5.0,아파트
10316,연수동,2019,246.30541871921184,44.66,1993,10.0,아파트
10317,연수동,2019,67.1742051052396,44.66,1993,1.0,아파트
10318,연수동,2019,223.9140170174653,44.66,1993,1.0,아파트
10319,연수동,2019,268.6968204209584,44.66,1993,10.0,아파트
10320,연수동,2019,223.9140170174653,44.66,1993,9.0,아파트
10321,연수동,2019,268.6968204209584,44.66,1993,3.0,아파트
10322,연수동,2019,279.89252127183164,44.66,1993,13.0,아파트
10323,연수동,2019,268.6968204209584,44.66,1993,13.0,아파트
10324,연수동,2019,258.10151993117296,69.74,1992,14.0,아파트
10325,연수동,2019,212.2391227449593,84.81,1992,9.0,아파트
10326,연수동,2019,293.94895325494696,69.74,1992,2.0,아파트
10327,연수동,2019,212.2391227449593,84.81,1992,4.0,아파트
10328,연수동,2019,200.09416195856875,84.96,1992,1.0,아파트
10329,연수동,2019,270.71563088512244,84.96,1992,11.0,아파트
10330,연수동,2019,200.11771630370805,84.95,1993,6.0,아파트
10331,연수동,2019,211.8893466745144,84.95,1993,7.0,아파트
10332,연수동,2019,211.8893466745144,84.95,1993,7.0,아파트
10333,연수동,2019,147.14537963507945,84.95,1993,2.0,아파트
10334,옥련동,2019,212.3517961422757,84.765,1993,9.0,아파트
10335,옥련동,2019,212.3517961422757,84.765,1993,9.0,아파트
10336,옥련동,2019,246.32968765395606,101.49,1993,16.0,아파트
10337,옥련동,2019,209.17001338688087,59.76,1994,12.0,아파트
10338,옥련동,2019,188.25744205200613,84.99,1994,8.0,아파트
10339,옥련동,2019,200.80321285140562,59.76,1994,17.0,아파트
10340,옥련동,2019,176.8867924528302,84.8,1997,8.0,아파트
10341,옥련동,2019,233.4111370456819,59.98,1996,8.0,아파트
10342,옥련동,2019,266.755585195065,59.98,1996,17.0,아파트
10343,옥련동,2019,291.7639213071024,59.98,1996,4.0,아파트
10344,옥련동,2019,250.08336112037347,59.98,1996,20.0,아파트
10345,옥련동,2019,233.78141437755698,59.885,1995,3.0,아파트
10346,옥련동,2019,283.87743174417636,59.885,1995,4.0,아파트
10347,옥련동,2019,217.08274192201722,59.885,1995,9.0,아파트
10348,옥련동,2019,188.55695009133225,84.855,1995,8.0,아파트
10349,옥련동,2019,88.55827134254339,56.46,1983,2.0,아파트
10350,옥련동,2019,88.55827134254339,56.46,1983,2.0,아파트
10351,옥련동,2019,106.83760683760684,56.16,1983,4.0,아파트
10352,옥련동,2019,211.8145445987291,84.98,1998,17.0,아파트
10353,옥련동,2019,264.30244228839075,59.78,1998,19.0,아파트
10354,옥련동,2019,258.63938994476797,59.929,1996,12.0,아파트
10355,옥련동,2019,189.0582535743826,84.63,1994,1.0,아파트
10356,옥련동,2019,212.69053527118044,84.63,1994,6.0,아파트
10357,옥련동,2019,200.46775810223855,59.86,1994,21.0,아파트
10358,옥련동,2019,285.7142857142857,77.0,1998,16.0,아파트
10359,옥련동,2019,258.50567044696464,59.96,1998,8.0,아파트
10360,옥련동,2019,250.16677785190126,59.96,1998,8.0,아파트
10361,옥련동,2019,202.02020202020202,59.4,1994,10.0,아파트
10362,옥련동,2019,212.76595744680853,84.6,1995,18.0,아파트
10363,옥련동,2019,212.76595744680853,84.6,1995,18.0,아파트
10364,옥련동,2019,224.58628841607566,84.6,1995,4.0,아파트
10365,옥련동,2019,212.76595744680853,84.6,1996,20.0,아파트
10366,옥련동,2019,236.4066193853428,84.6,1996,16.0,아파트
10367,옥련동,2019,200.9456264775414,84.6,1997,3.0,아파트
10368,옥련동,2019,258.3979328165375,59.985,1997,11.0,아파트
10369,옥련동,2019,250.06251562890722,59.985,1997,10.0,아파트
10370,옥련동,2019,236.4066193853428,84.6,1997,6.0,아파트
10371,옥련동,2019,177.3049645390071,84.6,1997,8.0,아파트
10372,옥련동,2019,212.76595744680853,84.6,1997,12.0,아파트
10373,옥련동,2019,216.72084687838625,59.985,1997,9.0,아파트
10374,옥련동,2019,153.66430260047284,84.6,1997,1.0,아파트
10375,청학동,2019,217.74952919020717,84.96,1994,8.0,아파트
10376,청학동,2019,217.74952919020717,84.96,1994,8.0,아파트
10377,청학동,2019,200.09416195856875,84.96,1994,7.0,아파트
10378,청학동,2019,164.91930733890916,84.89,1993,12.0,아파트
10379,청학동,2019,188.47920838732477,84.89,1993,1.0,아파트
10380,청학동,2019,202.33277791002143,84.02,1993,6.0,아파트
10381,청학동,2019,202.33277791002143,84.02,1993,10.0,아파트
10382,청학동,2019,262.17606130886355,49.585,1994,7.0,아파트
10383,청학동,2019,262.17606130886355,49.585,1994,7.0,아파트
10384,청학동,2019,251.79755476596816,35.743,1994,11.0,아파트
10385,청학동,2019,279.7750608510757,35.743,1994,2.0,아파트
10386,청학동,2019,262.17606130886355,49.585,1994,1.0,아파트
10387,청학동,2019,200.02000200020004,49.995,1994,5.0,아파트
10388,청학동,2019,210.02100210021004,49.995,1994,5.0,아파트
10389,청학동,2019,102.42504409171076,45.36,1993,5.0,아파트
10390,청학동,2019,102.38836967808929,38.52,1993,12.0,아파트
10391,청학동,2019,102.42504409171076,45.36,1993,14.0,아파트
10392,청학동,2019,153.112301984571,84.905,1995,3.0,아파트
10393,청학동,2019,188.4459101348566,84.905,1995,2.0,아파트
10394,청학동,2019,188.4459101348566,84.905,1995,2.0,아파트
10395,청학동,2019,267.6032781401572,59.79,1995,1.0,아파트
10396,청학동,2019,212.00164890171368,84.905,1995,15.0,아파트
10397,동춘동,2019,235.4464653599388,84.945,1994,1.0,아파트
10398,동춘동,2019,211.90181882394492,84.945,1994,1.0,아파트
10399,동춘동,2019,231.07177974434612,101.7,1993,6.0,아파트
10400,동춘동,2019,186.06574322927435,96.74,1993,3.0,아파트
10401,동춘동,2019,226.37238256932656,53.01,1993,5.0,아파트
10402,동춘동,2019,226.37238256932656,53.01,1993,3.0,아파트
10403,동춘동,2019,245.2367477834371,53.01,1993,5.0,아파트
10404,동춘동,2019,186.3967641521743,134.1225,1993,6.0,아파트
10405,동춘동,2019,149.11741132173944,134.1225,1993,4.0,아파트
10406,동춘동,2019,287.68699654775605,52.14,1994,10.0,아파트
10407,동춘동,2019,306.8661296509398,52.14,1994,12.0,아파트
10408,동춘동,2019,258.91829689298044,52.14,1994,10.0,아파트
10409,동춘동,2019,268.5078634445723,52.14,1994,8.0,아파트
10410,동춘동,2019,268.5078634445723,52.14,1994,15.0,아파트
10411,동춘동,2019,268.5078634445723,52.14,1994,15.0,아파트
10412,동춘동,2019,258.91829689298044,52.14,1994,15.0,아파트
10413,동춘동,2019,287.68699654775605,52.14,1994,6.0,아파트
10414,동춘동,2019,268.5078634445723,52.14,1994,13.0,아파트
10415,동춘동,2019,268.5078634445723,52.14,1994,14.0,아파트
10416,동춘동,2019,230.14959723820482,52.14,1994,7.0,아파트
10417,동춘동,2019,230.14959723820482,52.14,1994,4.0,아파트
10418,동춘동,2019,196.13611846621555,101.97,1993,10.0,아파트
10419,동춘동,2019,202.15633423180594,59.36,1994,3.0,아파트
10420,동춘동,2019,185.3099730458221,59.36,1994,4.0,아파트
10421,동춘동,2019,210.79258010118045,59.3,1994,5.0,아파트
10422,동춘동,2019,230.3182579564489,119.4,1993,4.0,아파트
10423,동춘동,2019,148.43402107763097,134.74,1993,1.0,아파트
10424,동춘동,2019,150.1351216094485,99.91,1993,1.0,아파트
10425,동춘동,2019,150.1351216094485,99.91,1993,1.0,아파트
10426,동춘동,2019,301.20481927710847,59.76,1995,6.0,아파트
10427,동춘동,2019,247.1605955393397,84.965,1995,2.0,아파트
10428,동춘동,2019,334.67202141900935,59.76,1995,6.0,아파트
10429,동춘동,2019,292.8380187416332,59.76,1995,3.0,아파트
10430,동춘동,2019,282.46925204495966,84.965,1995,4.0,아파트
10431,동춘동,2019,334.67202141900935,59.76,1995,11.0,아파트
10432,동춘동,2019,301.20481927710847,59.76,1995,2.0,아파트
10433,동춘동,2019,301.20481927710847,59.76,1995,2.0,아파트
10434,동춘동,2019,266.80184626877616,93.7025,2019,7.0,아파트
10435,동춘동,2019,235.5590522988208,84.9044,2019,1.0,아파트
10436,동춘동,2019,318.0047206034081,84.9044,2019,27.0,아파트
10437,동춘동,2019,323.2571389318776,74.2443,2019,2.0,아파트
10438,동춘동,2019,294.4973754393901,84.8904,2019,5.0,아파트
10439,동춘동,2019,353.25453402194415,84.9246,2019,19.0,아파트
10440,동춘동,2019,266.1343978709248,90.18,1994,15.0,아파트
10441,동춘동,2019,288.3122643601685,90.18,1994,11.0,아파트
10442,동춘동,2019,216.2341982701264,90.18,1994,2.0,아파트
10443,동춘동,2019,299.4011976047904,90.18,1994,19.0,아파트
10444,동춘동,2019,96.07843137254902,102.0,1994,9.0,아파트
10445,동춘동,2019,381.62544169611306,70.75,2017,18.0,아파트
10446,동춘동,2019,337.03210202779115,53.5854,2019,2.0,아파트
10447,동춘동,2019,351.0284517797758,53.5854,2019,5.0,아파트
10448,동춘동,2019,215.7497303128371,101.97,1993,3.0,아파트
10449,동춘동,2019,193.12188962341233,134.63,1993,12.0,아파트
10450,동춘동,2019,193.12188962341233,134.63,1993,1.0,아파트
10451,동춘동,2019,213.5678391959799,119.4,1993,12.0,아파트
10452,동춘동,2019,233.78141437755698,59.885,1995,2.0,아파트
10453,동춘동,2019,238.79101611421893,59.885,1995,15.0,아파트
10454,동춘동,2019,352.7336860670194,45.36,1993,2.0,아파트
10455,동춘동,2019,286.59611992945327,45.36,1993,4.0,아파트
10456,동춘동,2019,308.641975308642,45.36,1993,9.0,아파트
10457,동춘동,2019,319.66490299823636,45.36,1993,6.0,아파트
10458,동춘동,2019,237.47328425552126,84.22,1993,7.0,아파트
10459,동춘동,2019,302.7784374257896,84.22,1993,10.0,아파트
10460,동춘동,2019,308.641975308642,45.36,1993,4.0,아파트
10461,동춘동,2019,261.22061268107336,84.22,1993,8.0,아파트
10462,동춘동,2019,118.62396204033215,84.3,1993,2.0,아파트
10463,동춘동,2019,233.68920521945435,84.3,1993,5.0,아파트
10464,동춘동,2019,245.3385672227674,101.9,1994,6.0,아파트
10465,동춘동,2019,279.0907044789557,88.86,1994,15.0,아파트
10466,동춘동,2019,188.30175356008004,84.97,1994,3.0,아파트
10467,동춘동,2019,234.05500292568755,68.36,1994,3.0,아파트
10468,동춘동,2019,200.07061315758503,84.97,1994,3.0,아파트
10469,동춘동,2019,204.7981275599766,68.36,1994,4.0,아파트
10470,동춘동,2019,234.05500292568755,68.36,1994,3.0,아파트
10471,동춘동,2019,234.05500292568755,68.36,1994,5.0,아파트
10472,동춘동,2019,248.683440608543,68.36,1994,3.0,아파트
10473,동춘동,2019,190.16968987712113,68.36,1994,5.0,아파트
10474,동춘동,2019,263.3118782913985,68.36,1994,2.0,아파트
10475,동춘동,2019,245.38672948566943,101.88,1993,9.0,아파트
10476,동춘동,2019,249.40247324119298,96.23,1993,3.0,아파트
10477,동춘동,2019,239.01070352280993,96.23,1993,3.0,아파트
10478,동춘동,2019,245.38672948566943,101.88,1993,6.0,아파트
10479,동춘동,2019,235.37719195010004,84.97,1993,2.0,아파트
10480,동춘동,2019,276.56820054136756,84.97,1993,7.0,아파트
10481,선학동,2019,248.4325091683426,84.53,1992,4.0,아파트
10482,선학동,2019,260.2626286525494,84.53,1992,7.0,아파트
10483,선학동,2019,260.2626286525494,84.53,1992,7.0,아파트
10484,선학동,2019,236.96682464454975,84.4,1992,5.0,아파트
10485,선학동,2019,132.0285803044424,64.38,1991,4.0,아파트
10486,선학동,2019,200.73208170976503,84.69,1991,5.0,아파트
10487,선학동,2019,186.39328984156572,64.38,1991,1.0,아파트
10488,송도동,2019,311.7834295610373,70.5618,2018,17.0,아파트
10489,송도동,2019,212.5796110643436,70.5618,2018,9.0,아파트
10490,송도동,2019,318.86941659651535,70.5618,2018,36.0,아파트
10491,송도동,2019,269.9530849954392,70.3826,2018,5.0,아파트
10492,송도동,2019,298.3691992054855,70.3826,2018,34.0,아파트
10493,송도동,2019,283.4394814191248,70.5618,2018,25.0,아파트
10494,송도동,2019,296.3841138114997,134.96,2013,32.0,아파트
10495,송도동,2019,301.7761683048801,115.98,2013,28.0,아파트
10496,송도동,2019,296.3841138114997,134.96,2013,17.0,아파트
10497,송도동,2019,329.48929159802304,84.98,2013,26.0,아파트
10498,송도동,2019,327.642697016727,115.98,2013,18.0,아파트
10499,송도동,2019,402.0396156109041,101.98,2013,14.0,아파트
10500,송도동,2019,365.4320987654321,101.25,2013,23.0,아파트
10501,송도동,2019,365.4320987654321,101.25,2013,23.0,아파트
10502,송도동,2019,336.2648732540093,115.98,2013,32.0,아파트
10503,송도동,2019,355.66093657379963,134.96,2013,42.0,아파트
10504,송도동,2019,343.1708991077557,101.99,2013,6.0,아파트
