,end_nm,base_date,deposit,m_rent,exclusive_area,cnstr_year,floor,type
0,동춘동,2018,2000,70,84.945,1994,2.0,아파트
1,동춘동,2018,2000,40,53.01,1993,6.0,아파트
2,동춘동,2018,500,15,52.14,1994,7.0,아파트
3,동춘동,2018,1000,57,52.14,1994,9.0,아파트
4,동춘동,2018,2000,60,52.14,1994,10.0,아파트
5,동춘동,2018,3000,40,52.14,1994,11.0,아파트
6,동춘동,2018,500,60,52.14,1994,1.0,아파트
7,동춘동,2018,7000,30,59.3,1994,5.0,아파트
8,동춘동,2018,3000,70,59.76,1995,7.0,아파트
9,동춘동,2018,2000,90,90.18,1994,6.0,아파트
10,동춘동,2018,2700,100,120.72,1994,4.0,아파트
11,동춘동,2018,3000,80,70.75,2017,9.0,아파트
12,동춘동,2018,4000,80,70.77,2017,13.0,아파트
13,동춘동,2018,4000,80,70.75,2017,7.0,아파트
14,동춘동,2018,3000,85,70.75,2017,18.0,아파트
15,동춘동,2018,2000,90,70.75,2017,7.0,아파트
16,동춘동,2018,2000,90,70.75,2017,23.0,아파트
17,동춘동,2018,8000,50,101.97,1993,7.0,아파트
18,동춘동,2018,3000,90,101.97,1993,1.0,아파트
19,동춘동,2018,1000,60,45.36,1993,5.0,아파트
20,동춘동,2018,1000,60,45.36,1993,7.0,아파트
21,동춘동,2018,2000,50,45.36,1993,2.0,아파트
22,동춘동,2018,1000,60,45.36,1993,6.0,아파트
23,동춘동,2018,2500,55,84.97,1994,5.0,아파트
24,동춘동,2018,3000,70,84.97,1994,1.0,아파트
25,동춘동,2018,4000,55,68.36,1994,4.0,아파트
26,동춘동,2018,10000,40,84.97,1994,3.0,아파트
27,동춘동,2018,2000,80,84.97,1994,2.0,아파트
28,동춘동,2018,2000,67,68.36,1994,1.0,아파트
29,동춘동,2018,3000,80,84.97,1993,7.0,아파트
30,동춘동,2018,2000,90,84.97,1993,6.0,아파트
31,선학동,2018,3000,70,84.53,1992,5.0,아파트
32,선학동,2018,1500,55,59.86,1995,15.0,아파트
33,송도동,2018,28000,25,115.98,2013,7.0,아파트
34,송도동,2018,15000,75,115.93,2013,34.0,아파트
35,송도동,2018,5000,115,115.98,2013,20.0,아파트
36,송도동,2018,3000,130,101.98,2013,26.0,아파트
37,송도동,2018,3000,120,115.98,2013,13.0,아파트
38,송도동,2018,3000,130,84.8682,2014,33.0,아파트
39,송도동,2018,12000,90,84.3408,2014,17.0,아파트
40,송도동,2018,3000,130,84.8682,2014,3.0,아파트
41,송도동,2018,2000,150,96.318,2010,41.0,아파트
42,송도동,2018,30000,170,152.6784,2010,12.0,아파트
43,송도동,2018,22500,100,133.5512,2011,9.0,아파트
44,송도동,2018,3000,150,104.7392,2011,5.0,아파트
45,송도동,2018,36000,100,134.8097,2011,9.0,아파트
46,송도동,2018,40000,140,146.5057,2011,15.0,아파트
47,송도동,2018,2000,130,84.9871,2009,4.0,아파트
48,송도동,2018,3000,155,141.162,2009,13.0,아파트
49,송도동,2018,3000,130,110.253,2012,13.0,아파트
50,송도동,2018,2000,105,59.8604,2016,22.0,아파트
51,송도동,2018,3000,135,101.3056,2016,25.0,아파트
52,송도동,2018,2000,100,59.9715,2016,42.0,아파트
53,송도동,2018,1000,100,63.9487,2017,5.0,아파트
54,송도동,2018,14000,55,63.9721,2017,21.0,아파트
55,송도동,2018,2000,115,63.9721,2017,7.0,아파트
56,송도동,2018,3000,95,63.9721,2017,20.0,아파트
57,송도동,2018,3000,120,84.9359,2017,15.0,아파트
58,송도동,2018,15000,50,63.9721,2017,26.0,아파트
59,송도동,2018,5000,110,74.9533,2017,8.0,아파트
60,송도동,2018,3000,160,129.1677,2012,25.0,아파트
61,송도동,2018,2000,130,101.9444,2012,7.0,아파트
62,송도동,2018,15000,80,84.73,2015,16.0,아파트
63,송도동,2018,3000,120,84.73,2015,28.0,아파트
64,송도동,2018,7000,170,125.51,2015,22.0,아파트
65,송도동,2018,8000,75,84.92,2015,13.0,아파트
66,송도동,2018,3000,115,84.92,2015,25.0,아파트
67,송도동,2018,1000,120,68.72,2017,44.0,아파트
68,송도동,2018,2000,100,84.94,2017,14.0,아파트
69,송도동,2018,3000,100,84.9,2017,22.0,아파트
70,송도동,2018,2500,100,84.9,2017,14.0,아파트
71,송도동,2018,1700,110,84.9,2017,40.0,아파트
72,송도동,2018,1000,130,68.72,2017,41.0,아파트
73,송도동,2018,18000,65,95.87,2017,2.0,아파트
74,송도동,2018,2000,110,84.9,2017,2.0,아파트
75,송도동,2018,3000,100,84.9,2017,4.0,아파트
76,송도동,2018,10000,55,68.72,2017,9.0,아파트
77,송도동,2018,3000,80,68.72,2017,16.0,아파트
78,송도동,2018,1000,100,59.98,2017,10.0,아파트
79,송도동,2018,2000,120,84.9,2017,26.0,아파트
80,송도동,2018,1000,130,84.94,2017,40.0,아파트
81,송도동,2018,3000,90,59.98,2017,38.0,아파트
82,송도동,2018,5000,85,84.9,2017,3.0,아파트
83,송도동,2018,2000,83,59.98,2017,6.0,아파트
84,송도동,2018,3000,95,84.94,2017,25.0,아파트
85,송도동,2018,3000,100,84.9,2017,33.0,아파트
86,송도동,2018,2000,100,84.9,2017,21.0,아파트
87,송도동,2018,12000,65,84.94,2017,26.0,아파트
88,송도동,2018,3000,120,84.94,2017,17.0,아파트
89,송도동,2018,2000,105,84.9,2017,15.0,아파트
90,송도동,2018,1000,120,68.96,2017,26.0,아파트
91,송도동,2018,2000,100,84.9,2017,37.0,아파트
92,송도동,2018,3000,113,84.9,2017,36.0,아파트
93,송도동,2018,3000,95,84.9,2017,10.0,아파트
94,송도동,2018,7000,110,95.87,2017,32.0,아파트
95,송도동,2018,2000,90,59.89,2017,22.0,아파트
96,송도동,2018,2000,90,68.96,2017,31.0,아파트
97,송도동,2018,5000,80,68.96,2017,37.0,아파트
98,송도동,2018,3000,90,68.72,2017,2.0,아파트
99,송도동,2018,2000,90,68.72,2017,37.0,아파트
100,송도동,2018,3000,135,101.132,2011,7.0,아파트
101,송도동,2018,3000,140,99.8516,2012,23.0,아파트
102,송도동,2018,10000,70,84.98,2015,50.0,아파트
103,송도동,2018,3000,110,72.253,2016,13.0,아파트
104,송도동,2018,20000,40,101.99,2008,2.0,아파트
105,송도동,2018,4000,135,134.99,2008,7.0,아파트
106,송도동,2018,38000,30,134.99,2007,11.0,아파트
107,송도동,2018,4000,140,134.99,2007,9.0,아파트
108,송도동,2018,3000,95,84.97,2007,7.0,아파트
109,송도동,2018,3000,115,101.0,2007,7.0,아파트
110,송도동,2018,2000,150,118.02,2010,11.0,아파트
111,송도동,2018,3000,115,84.99,2010,2.0,아파트
112,송도동,2018,30000,23,101.26,2010,3.0,아파트
113,송도동,2018,35000,35,116.82,2011,13.0,아파트
114,송도동,2018,3000,120,95.393,2011,9.0,아파트
115,송도동,2018,20000,80,116.82,2011,34.0,아파트
116,송도동,2018,40000,21,147.655,2011,17.0,아파트
117,송도동,2018,3000,120,84.4433,2013,29.0,아파트
118,송도동,2018,3000,150,142.657,2012,18.0,아파트
119,송도동,2018,3000,140,138.274,2010,8.0,아파트
120,송도동,2018,3000,110,137.547,2010,13.0,아파트
121,송도동,2018,45000,40,150.2994,2011,17.0,아파트
122,송도동,2018,5000,220,150.2994,2011,37.0,아파트
123,송도동,2018,10000,57,84.7167,2005,15.0,아파트
124,송도동,2018,20000,45,84.7167,2005,2.0,아파트
125,송도동,2018,1000,110,84.7167,2005,17.0,아파트
126,송도동,2018,2000,110,84.94,2005,22.0,아파트
127,송도동,2018,3000,95,84.94,2005,13.0,아파트
128,송도동,2018,5000,80,84.94,2005,3.0,아파트
129,송도동,2018,10000,100,156.4122,2005,10.0,아파트
130,송도동,2018,2000,110,84.4945,2005,7.0,아파트
131,송도동,2018,22000,55,113.9066,2012,28.0,아파트
132,송도동,2018,3000,150,113.9066,2012,23.0,아파트
133,연수동,2018,2000,63,70.28,1993,12.0,아파트
134,연수동,2018,2000,70,70.28,1993,9.0,아파트
135,연수동,2018,2000,60,52.14,1993,13.0,아파트
136,연수동,2018,2000,60,52.14,1993,11.0,아파트
137,연수동,2018,1000,70,52.14,1993,6.0,아파트
138,연수동,2018,4000,50,62.482,1993,2.0,아파트
139,연수동,2018,1500,50,49.24,1994,5.0,아파트
140,연수동,2018,6000,30,59.75,1994,10.0,아파트
141,연수동,2018,500,60,49.56,1993,5.0,아파트
142,연수동,2018,1000,50,49.56,1993,11.0,아파트
143,연수동,2018,1000,55,49.56,1993,5.0,아파트
144,연수동,2018,1000,55,49.56,1993,7.0,아파트
145,연수동,2018,500,30,26.82,1992,10.0,아파트
146,연수동,2018,500,30,26.82,1992,6.0,아파트
147,연수동,2018,500,30,26.82,1992,14.0,아파트
148,연수동,2018,500,35,26.82,1992,5.0,아파트
149,연수동,2018,500,32,26.82,1992,15.0,아파트
150,연수동,2018,500,30,26.82,1992,9.0,아파트
151,연수동,2018,1000,50,41.3,1992,10.0,아파트
152,연수동,2018,1000,55,49.94,1992,8.0,아파트
153,연수동,2018,3000,120,122.95,2011,41.0,아파트
154,연수동,2018,1000,68,84.94,1992,5.0,아파트
155,연수동,2018,2000,80,59.59,1994,6.0,아파트
156,연수동,2018,1500,80,59.59,1994,11.0,아파트
157,연수동,2018,2000,88,84.78,1994,12.0,아파트
158,연수동,2018,20000,25,84.78,1994,14.0,아파트
159,연수동,2018,1000,50,40.5,1994,1.0,아파트
160,연수동,2018,1200,50,40.5,1994,21.0,아파트
161,연수동,2018,1000,80,84.975,1992,4.0,아파트
162,연수동,2018,470,15,44.66,1993,13.0,아파트
163,연수동,2018,1000,50,44.66,1993,5.0,아파트
164,연수동,2018,1500,45,44.66,1993,4.0,아파트
165,연수동,2018,1000,50,44.66,1993,13.0,아파트
166,연수동,2018,2300,40,44.66,1993,7.0,아파트
167,연수동,2018,1000,48,44.66,1993,5.0,아파트
168,연수동,2018,1000,45,44.66,1993,15.0,아파트
169,연수동,2018,2500,70,84.56,1993,6.0,아파트
170,옥련동,2018,1000,70,68.61,1993,10.0,아파트
171,옥련동,2018,3000,70,113.46,1997,15.0,아파트
172,옥련동,2018,2000,30,29.7,1997,8.0,아파트
173,옥련동,2018,500,40,56.16,1984,3.0,아파트
174,옥련동,2018,2000,85,84.74,2002,5.0,아파트
175,옥련동,2018,3000,55,59.929,1996,17.0,아파트
176,옥련동,2018,6000,25,58.68,1991,3.0,아파트
177,옥련동,2018,5000,50,59.93,1997,9.0,아파트
178,옥련동,2018,4000,43,59.985,1997,12.0,아파트
179,청학동,2018,1000,55,49.585,1994,3.0,아파트
180,청학동,2018,1000,50,49.305,1994,3.0,아파트
181,청학동,2018,1500,65,59.79,1995,9.0,아파트
182,청학동,2018,2000,120,164.46,2000,4.0,아파트
183,동춘동,2018,2000,52,53.01,1993,4.0,아파트
184,동춘동,2018,500,45,53.01,1993,5.0,아파트
185,동춘동,2018,1000,55,52.14,1994,5.0,아파트
186,동춘동,2018,1000,60,52.14,1994,11.0,아파트
187,동춘동,2018,1000,70,59.36,1994,1.0,아파트
188,동춘동,2018,10000,30,59.36,1994,2.0,아파트
189,동춘동,2018,16000,35,90.18,1994,16.0,아파트
190,동춘동,2018,2000,90,70.77,2017,22.0,아파트
191,동춘동,2018,2000,90,70.75,2017,3.0,아파트
192,동춘동,2018,2000,20,84.95,2017,8.0,아파트
193,동춘동,2018,10000,60,70.77,2017,9.0,아파트
194,동춘동,2018,500,40,84.95,2017,10.0,아파트
195,동춘동,2018,3000,85,95.55,1993,12.0,아파트
196,동춘동,2018,6500,20,45.36,1993,9.0,아파트
197,동춘동,2018,1000,60,45.36,1993,5.0,아파트
198,동춘동,2018,1000,60,45.36,1993,6.0,아파트
199,동춘동,2018,3000,45,45.36,1993,10.0,아파트
200,동춘동,2018,1000,60,45.36,1993,7.0,아파트
201,동춘동,2018,2000,80,88.86,1994,21.0,아파트
202,동춘동,2018,5000,50,84.97,1994,2.0,아파트
203,동춘동,2018,1000,42,84.97,1994,3.0,아파트
204,동춘동,2018,5000,50,84.97,1994,2.0,아파트
205,동춘동,2018,2000,77,84.97,1994,2.0,아파트
206,동춘동,2018,2000,70,68.36,1994,5.0,아파트
207,동춘동,2018,10000,40,84.97,1993,2.0,아파트
208,동춘동,2018,16000,30,84.97,1993,4.0,아파트
209,송도동,2018,58,29,115.98,2013,2.0,아파트
210,송도동,2018,2000,110,94.99,2013,24.0,아파트
211,송도동,2018,58,29,115.98,2013,2.0,아파트
212,송도동,2018,3000,130,101.98,2013,38.0,아파트
213,송도동,2018,3000,125,101.99,2013,42.0,아파트
214,송도동,2018,3000,130,115.98,2013,19.0,아파트
215,송도동,2018,15000,90,115.7688,2014,20.0,아파트
216,송도동,2018,10000,80,98.2428,2014,21.0,아파트
217,송도동,2018,10000,70,84.8669,2014,20.0,아파트
218,송도동,2018,2000,120,84.3408,2014,26.0,아파트
219,송도동,2018,3000,160,106.9262,2010,28.0,아파트
220,송도동,2018,3000,320,146.5057,2011,19.0,아파트
221,송도동,2018,3000,165,128.4673,2009,14.0,아파트
222,송도동,2018,18000,53,84.9871,2009,5.0,아파트
223,송도동,2018,3000,120,84.9871,2009,2.0,아파트
224,송도동,2018,20000,65,113.7554,2009,8.0,아파트
225,송도동,2018,3000,130,123.02,2009,14.0,아파트
226,송도동,2018,5000,240,172.553,2009,59.0,아파트
227,송도동,2018,3000,105,59.9715,2016,3.0,아파트
228,송도동,2018,4000,100,59.7433,2016,31.0,아파트
229,송도동,2018,23000,30,84.578,2016,41.0,아파트
230,송도동,2018,3000,128,101.3056,2016,8.0,아파트
231,송도동,2018,2000,120,84.578,2016,12.0,아파트
232,송도동,2018,1000,110,63.9029,2017,15.0,아파트
233,송도동,2018,2000,70,84.586,2006,15.0,아파트
234,송도동,2018,4000,100,84.9599,2017,31.0,아파트
235,송도동,2018,11500,70,63.9721,2017,27.0,아파트
236,송도동,2018,3000,130,84.9359,2017,9.0,아파트
237,송도동,2018,3000,135,84.9359,2017,11.0,아파트
238,송도동,2018,20000,70,112.1643,2012,4.0,아파트
239,송도동,2018,3000,140,112.1643,2012,9.0,아파트
240,송도동,2018,3000,100,69.91,2015,5.0,아파트
241,송도동,2018,3000,125,84.89,2015,15.0,아파트
242,송도동,2018,5000,130,84.89,2015,20.0,아파트
243,송도동,2018,25000,30,84.98,2015,15.0,아파트
244,송도동,2018,1000,15,108.08,2017,28.0,아파트
245,송도동,2018,3000,100,84.9,2017,13.0,아파트
246,송도동,2018,3000,90,84.9,2017,25.0,아파트
247,송도동,2018,1000,110,68.96,2017,29.0,아파트
248,송도동,2018,5000,150,108.08,2017,7.0,아파트
249,송도동,2018,3000,100,84.94,2017,13.0,아파트
250,송도동,2018,10000,100,95.81,2017,32.0,아파트
251,송도동,2018,3000,160,108.08,2017,12.0,아파트
252,송도동,2018,3000,100,84.9,2017,33.0,아파트
253,송도동,2018,2000,90,68.96,2017,6.0,아파트
254,송도동,2018,15000,70,95.81,2017,3.0,아파트
255,송도동,2018,1500,125,84.9,2017,2.0,아파트
256,송도동,2018,1000,120,68.72,2017,34.0,아파트
257,송도동,2018,3000,80,59.89,2017,18.0,아파트
258,송도동,2018,3000,100,68.96,2017,16.0,아파트
259,송도동,2018,2000,100,68.96,2017,2.0,아파트
260,송도동,2018,14000,47,59.89,2017,35.0,아파트
261,송도동,2018,2000,110,68.96,2017,17.0,아파트
262,송도동,2018,10000,75,68.96,2017,23.0,아파트
263,송도동,2018,2000,200,147.823,2011,28.0,아파트
264,송도동,2018,5000,110,84.98,2015,24.0,아파트
265,송도동,2018,2000,125,84.97,2015,41.0,아파트
266,송도동,2018,3000,125,101.9,2008,11.0,아파트
267,송도동,2018,3000,120,119.79,2007,4.0,아파트
268,송도동,2018,3000,140,115.133,2011,17.0,아파트
269,송도동,2018,22000,50,120.745,2011,14.0,아파트
270,송도동,2018,15000,50,84.4433,2013,9.0,아파트
271,송도동,2018,15000,60,84.4024,2013,12.0,아파트
272,송도동,2018,2000,110,84.637,2013,28.0,아파트
273,송도동,2018,3000,130,129.744,2012,10.0,아파트
274,송도동,2018,3000,120,127.051,2010,13.0,아파트
275,송도동,2018,3000,140,138.274,2010,14.0,아파트
276,송도동,2018,5000,190,150.2994,2011,19.0,아파트
277,송도동,2018,3000,125,114.7008,2005,13.0,아파트
278,송도동,2018,2000,100,84.7167,2005,19.0,아파트
279,송도동,2018,20000,25,84.94,2005,16.0,아파트
280,송도동,2018,10000,60,84.94,2005,6.0,아파트
281,송도동,2018,2000,90,84.94,2005,15.0,아파트
282,송도동,2018,10000,50,84.7159,2005,12.0,아파트
283,송도동,2018,10000,50,84.7159,2005,2.0,아파트
284,송도동,2018,10000,70,130.5791,2005,10.0,아파트
285,송도동,2018,2000,135,134.187,2005,4.0,아파트
286,송도동,2018,3000,175,170.055,2011,4.0,아파트
287,연수동,2018,3000,80,75.12,1993,1.0,아파트
288,연수동,2018,2000,60,52.14,1993,15.0,아파트
289,연수동,2018,4000,70,104.88,1994,1.0,아파트
290,연수동,2018,1000,45,39.74,1994,3.0,아파트
291,연수동,2018,1000,50,51.75,1997,9.0,아파트
292,연수동,2018,2000,35,36.27,1997,1.0,아파트
293,연수동,2018,1000,50,49.56,1993,14.0,아파트
294,연수동,2018,1000,50,49.56,1993,10.0,아파트
295,연수동,2018,1000,50,49.56,1993,3.0,아파트
296,연수동,2018,500,30,26.82,1992,4.0,아파트
297,연수동,2018,500,30,26.82,1992,3.0,아파트
298,연수동,2018,500,30,26.82,1992,3.0,아파트
299,연수동,2018,500,35,26.82,1992,11.0,아파트
300,연수동,2018,500,55,49.94,1992,8.0,아파트
301,연수동,2018,1000,50,41.3,1992,12.0,아파트
302,연수동,2018,2000,75,84.94,1992,1.0,아파트
303,연수동,2018,3000,70,59.59,1994,14.0,아파트
304,연수동,2018,1000,50,40.5,1994,20.0,아파트
305,연수동,2018,2000,80,59.59,1994,11.0,아파트
306,연수동,2018,1000,50,40.5,1994,11.0,아파트
307,연수동,2018,2000,40,44.66,1993,14.0,아파트
308,연수동,2018,1500,40,44.66,1993,1.0,아파트
309,연수동,2018,2000,40,44.66,1993,2.0,아파트
310,연수동,2018,1000,50,44.66,1993,10.0,아파트
311,연수동,2018,2000,42,44.66,1993,13.0,아파트
312,연수동,2018,2000,80,84.96,1992,7.0,아파트
313,옥련동,2018,3000,70,84.97,1996,18.0,아파트
314,옥련동,2018,2000,80,84.97,1996,4.0,아파트
315,옥련동,2018,1000,65,59.78,1998,19.0,아파트
316,옥련동,2018,500,45,29.7,1997,5.0,아파트
317,옥련동,2018,500,40,29.7,1997,6.0,아파트
318,옥련동,2018,500,40,29.7,1997,14.0,아파트
319,옥련동,2018,1000,55,58.68,1991,4.0,아파트
320,옥련동,2018,1000,50,44.4,1998,4.0,아파트
321,옥련동,2018,2500,70,77.0,1998,12.0,아파트
322,옥련동,2018,2000,60,59.985,1995,7.0,아파트
323,옥련동,2018,2000,85,84.6,1997,2.0,아파트
324,옥련동,2018,2000,65,59.985,1997,3.0,아파트
325,청학동,2018,2000,70,84.02,1993,8.0,아파트
326,청학동,2018,1000,45,49.68,1990,3.0,아파트
327,청학동,2018,1000,45,35.743,1994,9.0,아파트
328,청학동,2018,1000,40,35.81,1995,6.0,아파트
329,동춘동,2018,2000,70,84.945,1994,2.0,아파트
330,동춘동,2018,2000,80,84.585,1994,3.0,아파트
331,동춘동,2018,1000,50,52.14,1994,11.0,아파트
332,동춘동,2018,9000,25,52.14,1994,8.0,아파트
333,동춘동,2018,10000,17,52.14,1994,1.0,아파트
334,동춘동,2018,12000,15,52.14,1994,6.0,아파트
335,동춘동,2018,2000,90,101.97,1993,8.0,아파트
336,동춘동,2018,2000,65,59.36,1994,2.0,아파트
337,동춘동,2018,10000,50,95.76,1993,7.0,아파트
338,동춘동,2018,3000,70,99.91,1993,3.0,아파트
339,동춘동,2018,3000,70,99.91,1993,3.0,아파트
340,동춘동,2018,2000,80,84.965,1995,8.0,아파트
341,동춘동,2018,2000,90,90.18,1994,5.0,아파트
342,동춘동,2018,2000,75,84.98,2017,18.0,아파트
343,동춘동,2018,2000,70,84.95,2017,19.0,아파트
344,동춘동,2018,300,35,84.95,2017,12.0,아파트
345,동춘동,2018,3000,100,84.98,2017,18.0,아파트
346,동춘동,2018,300,45,84.95,2017,15.0,아파트
347,동춘동,2018,2000,85,101.97,1993,5.0,아파트
348,동춘동,2018,15000,20,97.68,1997,3.0,아파트
349,동춘동,2018,2000,50,45.36,1993,9.0,아파트
350,동춘동,2018,1000,60,45.36,1993,8.0,아파트
351,동춘동,2018,16000,40,88.86,1994,8.0,아파트
352,동춘동,2018,2000,90,101.9,1994,2.0,아파트
353,동춘동,2018,1000,75,68.36,1994,3.0,아파트
354,동춘동,2018,2500,60,68.36,1994,5.0,아파트
355,동춘동,2018,2000,70,68.36,1994,2.0,아파트
356,동춘동,2018,22000,25,101.88,1993,11.0,아파트
357,동춘동,2018,2000,80,84.97,1993,2.0,아파트
358,선학동,2018,2500,90,101.88,1992,13.0,아파트
359,선학동,2018,2000,55,84.69,1991,6.0,아파트
360,선학동,2018,868,12,25.62,1993,4.0,아파트
361,송도동,2018,4000,115,115.98,2013,25.0,아파트
362,송도동,2018,3000,120,101.99,2013,14.0,아파트
363,송도동,2018,3000,140,101.25,2013,8.0,아파트
364,송도동,2018,2000,115,84.5317,2014,19.0,아파트
365,송도동,2018,3000,110,84.5317,2014,15.0,아파트
366,송도동,2018,20000,30,84.8669,2014,10.0,아파트
367,송도동,2018,10000,100,115.7688,2014,18.0,아파트
368,송도동,2018,5000,90,84.5317,2014,17.0,아파트
369,송도동,2018,5000,100,84.8669,2014,12.0,아파트
370,송도동,2018,2000,125,84.8682,2014,29.0,아파트
371,송도동,2018,3000,120,84.3408,2014,26.0,아파트
372,송도동,2018,18000,50,84.9859,2014,3.0,아파트
373,송도동,2018,3000,120,84.3408,2014,13.0,아파트
374,송도동,2018,10000,80,96.318,2010,14.0,아파트
375,송도동,2018,2000,125,77.1413,2010,36.0,아파트
376,송도동,2018,20000,70,101.9456,2011,14.0,아파트
377,송도동,2018,2000,120,71.7602,2011,31.0,아파트
378,송도동,2018,35000,30,101.9456,2011,28.0,아파트
379,송도동,2018,2000,120,71.7602,2011,6.0,아파트
380,송도동,2018,15000,75,115.0662,2009,9.0,아파트
381,송도동,2018,17000,50,84.9871,2009,3.0,아파트
382,송도동,2018,2000,160,113.7554,2009,19.0,아파트
383,송도동,2018,20000,30,84.99,2009,12.0,아파트
384,송도동,2018,20000,40,101.748,2009,15.0,아파트
385,송도동,2018,22000,40,84.898,2009,17.0,아파트
386,송도동,2018,10000,125,147.358,2009,4.0,아파트
387,송도동,2018,2000,115,84.578,2016,32.0,아파트
388,송도동,2018,23000,50,101.3056,2016,28.0,아파트
389,송도동,2018,10000,60,59.8604,2016,25.0,아파트
390,송도동,2018,3000,95,63.9487,2017,32.0,아파트
391,송도동,2018,20000,35,74.5812,2017,20.0,아파트
392,송도동,2018,2000,90,84.914,2006,3.0,아파트
393,송도동,2018,10000,100,84.9359,2017,7.0,아파트
394,송도동,2018,200,25,84.9359,2017,8.0,아파트
395,송도동,2018,15000,60,84.9359,2017,25.0,아파트
396,송도동,2018,12000,50,63.9721,2017,15.0,아파트
397,송도동,2018,3000,110,74.9307,2017,2.0,아파트
398,송도동,2018,29000,40,112.1643,2012,14.0,아파트
399,송도동,2018,3000,160,129.1677,2012,9.0,아파트
400,송도동,2018,3000,120,84.73,2015,20.0,아파트
401,송도동,2018,2000,130,84.73,2015,4.0,아파트
402,송도동,2018,3000,150,125.51,2015,8.0,아파트
403,송도동,2018,3000,105,84.92,2015,16.0,아파트
404,송도동,2018,3000,110,84.92,2015,28.0,아파트
405,송도동,2018,10000,70,68.72,2017,2.0,아파트
406,송도동,2018,3000,105,84.9,2017,36.0,아파트
407,송도동,2018,9000,35,68.72,2017,38.0,아파트
408,송도동,2018,3000,110,84.9,2017,33.0,아파트
409,송도동,2018,5000,90,68.72,2017,44.0,아파트
410,송도동,2018,1000,130,84.9,2017,3.0,아파트
411,송도동,2018,10000,80,84.9,2017,37.0,아파트
412,송도동,2018,2000,100,59.89,2017,33.0,아파트
413,송도동,2018,3000,110,84.9,2017,10.0,아파트
414,송도동,2018,1000,110,59.98,2017,28.0,아파트
415,송도동,2018,5000,80,68.72,2017,35.0,아파트
416,송도동,2018,10000,55,59.89,2017,23.0,아파트
417,송도동,2018,10000,55,59.89,2017,23.0,아파트
418,송도동,2018,5000,85,59.89,2017,39.0,아파트
419,송도동,2018,5000,80,59.98,2017,24.0,아파트
420,송도동,2018,11000,80,95.87,2017,9.0,아파트
421,송도동,2018,3000,115,84.9,2017,9.0,아파트
422,송도동,2018,35000,50,96.5158,2015,3.0,아파트
423,송도동,2018,3000,135,84.9238,2015,22.0,아파트
424,송도동,2018,15000,60,84.97,2015,52.0,아파트
425,송도동,2018,3000,140,114.95,2015,39.0,아파트
426,송도동,2018,1000,130,84.98,2015,26.0,아파트
427,송도동,2018,10000,50,59.978,2016,13.0,아파트
428,송도동,2018,4000,150,180.5,2008,12.0,아파트
429,송도동,2018,3000,140,149.59,2008,1.0,아파트
430,송도동,2018,3500,100,101.53,2010,22.0,아파트
431,송도동,2018,11310,30,84.99,2010,15.0,아파트
432,송도동,2018,10000,114,144.361,2011,14.0,아파트
433,송도동,2018,3000,130,123.307,2013,16.0,아파트
434,송도동,2018,2000,170,142.657,2012,14.0,아파트
435,송도동,2018,5000,160,127.1238,2011,23.0,아파트
436,송도동,2018,4000,200,150.9032,2011,39.0,아파트
437,송도동,2018,16000,40,84.7167,2005,1.0,아파트
438,송도동,2018,3000,105,84.94,2005,1.0,아파트
439,송도동,2018,2000,115,120.06,2006,10.0,아파트
440,송도동,2018,3000,150,142.1275,2011,19.0,아파트
441,송도동,2018,3000,145,142.359,2011,9.0,아파트
442,연수동,2018,4000,50,52.14,1993,13.0,아파트
443,연수동,2018,6500,45,91.74,1994,12.0,아파트
444,연수동,2018,1000,50,36.27,1997,2.0,아파트
445,연수동,2018,1000,50,51.75,1997,13.0,아파트
446,연수동,2018,1000,55,51.75,1997,14.0,아파트
447,연수동,2018,1000,50,49.56,1993,15.0,아파트
448,연수동,2018,2000,50,49.56,1993,7.0,아파트
449,연수동,2018,1000,55,49.56,1993,14.0,아파트
450,연수동,2018,1000,55,49.56,1993,14.0,아파트
451,연수동,2018,500,35,26.82,1992,12.0,아파트
452,연수동,2018,1000,20,26.82,1992,15.0,아파트
453,연수동,2018,500,30,26.82,1992,15.0,아파트
454,연수동,2018,500,30,26.82,1992,12.0,아파트
455,연수동,2018,500,35,26.82,1992,12.0,아파트
456,연수동,2018,8000,13,26.82,1992,15.0,아파트
457,연수동,2018,500,35,26.82,1992,15.0,아파트
458,연수동,2018,500,35,26.82,1992,6.0,아파트
459,연수동,2018,300,32,26.82,1992,5.0,아파트
460,연수동,2018,1000,45,41.3,1992,8.0,아파트
461,연수동,2018,1000,55,49.94,1992,10.0,아파트
462,연수동,2018,1000,55,49.94,1992,4.0,아파트
463,연수동,2018,1000,60,49.94,1992,12.0,아파트
464,연수동,2018,3000,120,122.95,2011,35.0,아파트
465,연수동,2018,1000,120,122.51,2011,13.0,아파트
466,연수동,2018,2500,120,160.03,1994,1.0,아파트
467,연수동,2018,2000,80,101.97,1994,5.0,아파트
468,연수동,2018,1000,53,40.5,1994,4.0,아파트
469,연수동,2018,2000,75,59.59,1994,20.0,아파트
470,연수동,2018,1000,53,40.5,1994,5.0,아파트
471,연수동,2018,4000,85,84.78,1994,6.0,아파트
472,연수동,2018,1000,53,40.5,1994,3.0,아파트
473,연수동,2018,2000,75,84.78,1994,11.0,아파트
474,연수동,2018,600,55,40.5,1994,7.0,아파트
